Truth,Pred
t,t
h,h
e,e
r,r
 , 
o,o
w,n
e,<DEL>
d,d
 , 
t,i
o,o
 , 
t,t
h,h
e,e
 , 
l,l
a,a
t,n
t,<DEL>
e,e
r,:
 , 
t,t
h,h
e,e
 , 
p,F
r,r
e,e
s,s
e,e
r,r
v,v
a,a
t,r
i,i
o,c
n,a
 , 
o,o
f,f
 , 
h,h
e,e
r,r
 , 
f,f
a,a
v,v
o,o
u,u
r,r
i,i
t,t
e,e
 , 
d,d
a,r
u,á
g,c
h,h
t,i
e,e
r,r
 , 
f,R
r,e
o,m
m,i
 , 
i,‘
r,r
r,<DEL>
e,e
m,i
e,e
d,d
i,s
a,a
b,b
l,l
e,e
 , 
i,m
n,f
f,s
a,a
m,<DEL>
y,y
",",.
 ,3
w,r
a,a
s,s
 , 
h,E
u,m
r,<DEL>
t,t
 ,a
a,a
n,<DEL>
d,d
 , 
d,d
i,n
s,<DEL>
t,t
r,<DEL>
e,e
s,s
s,s
e,t
d,d
 ,<DEL>
t,t
o,o
 , 
a,a
 , 
m,t
o,o
s,r
t,t
 , 
p,p
a,e
i,i
n,n
f,é
u,a
l,l
 , 
d,d
e,e
g,g
r,z
e,e
e,s
 , 
b,b
y,y
 , 
a,a
 , 
d,<DEL>
i,i
s,b
t,o
i,z
n,g
c,<DEL>
t,<DEL>
i,<DEL>
o,o
n,d
 , 
s,3
o,0
 , 
i,i
l,l
l,l
a,a
 ,<DEL>
o,o
d,d
e,e
b,b
í,i
r,r
a,a
l,l
 , 
j,j
s,s
e,e
m,m
 , 
s,s
e,e
 , 
d,d
o,o
 , 
d,d
r,r
u,u
h,h
é,é
h,h
o,o
 , 
m,m
ě,ě
s,s
t,t
a,a
",",","
 , 
p,p
o,o
d,d
a,a
ř,ř
i,i
l,l
o,o
 , 
s,s
e,e
 ,<DEL>
m,m
n,n
ě,ě
 ,<DEL>
b,b
ý,ý
t,t
i,i
 ,<DEL>
u,u
 ,<DEL>
n,n
í,í
 , 
n,n
á,á
v,v
š,š
t,t
ě,ě
v,v
o,o
u,u
 , 
a,a
 , 
s,s
e,e
z,z
n,n
á,á
m,m
i,i
t,t
i,i
 , 
s,s
e,e
 , 
s,s
 ,<DEL>
n,n
í,i
 ,<DEL>
o,o
s,s
o,o
b,b
n,n
ě,é
.,.
 , 
B,B
y,y
d,d
l,l
e,e
l,l
a,a
 , 
<INS>,>
<INS>, 
k,k
d,d
e,e
s,s
i,i
 , 
n,n
a,a
 , 
p,p
ř,ř
e,e
d,d
m,m
ě,ě
s,s
t,t
í,í
 , 
u,u
 , 
j,j
e,e
d,d
n,n
o,o
h,h
o,o
 , 
z,z
e,e
 , 
s,s
v,v
ý,ý
c,c
h,h
 , 
b,b
l,l
í,i
z,z
k,k
ý,ý
c,c
h,h
 , 
p,p
ř,ř
í,í
b,b
u,u
z,z
n,n
ý,ý
c,c
h,h
.,.
 , 
N,N
e,e
b,b
y,y
l,l
a,a
 , 
a,a
n,n
i,i
 , 
s,s
t,t
a,a
r,r
á,á
",",","
 , 
a,a
n,n
i,i
 , 
m,m
l,l
a,a
d,d
á,á
",",","
 , 
n,n
e,e
 , 
h,h
e,e
z,z
k,k
á,á
",",","
 , 
a,a
l,l
e,e
 , 
t,t
a,a
k,k
é,é
 , 
n,n
e,e
ž,ž
e,e
 , 
s,s
e,e
 , 
n,n
e,e
r,r
m,m
o,o
u,u
t,t
i,i
l,l
 , 
k,k
d,d
y,y
ž,ž
 , 
M,M
.,.
.,<DEL>
.,<DEL>
 , 
p,p
o,o
z,z
d,d
ě,ě
j,j
i,i
 , 
z,z
v,v
ě,é
d,d
ě,e
l,l
 , 
o,o
 , 
j,j
e,e
h,h
o,o
 , 
p,p
a,a
d,d
o,o
u,u
š,š
s,s
t,t
v,v
í,i
",",","
 , 
n,n
ý,ý
b,b
r,r
ž,ž
 , 
r,r
á,á
d,d
 , 
s,s
e,e
 , 
<INS>, 
s,s
 , 
n,n
í,i
m,m
 , 
s,s
e,e
t,t
k,k
á,á
v,v
a,a
l,l
 , 
a,a
 , 
p,p
o,o
s,s
m,m
ě,ě
š,š
n,n
ě,ě
 , 
s,s
e,e
 , 
m,m
u,u
 , 
d,d
í,i
v,v
a,a
l,l
 , 
d,d
o,o
 , 
o,o
č,č
í,i
.,<DEL>
 , 
T,T
o,o
 , 
m,m
u,u
 , 
p,p
a,a
t,t
r,r
n,n
é,é
 , 
p,p
ů,ů
s,s
o,o
b,b
i,i
l,l
o,o
 , 
p,p
o,o
t,t
ě,ě
š,š
e,e
n,n
í,i
.,.
 , 
S,S
á,á
m,m
 , 
M,M
.,.
.,.
.,.
 , 
m,m
n,n
e,e
 , 
n,n
ě,ě
k,k
o,o
l,l
i,i
k,k
r,r
á,á
t,t
e,e
 , 
n,n
a,a
 , 
t,t
o,o
 , 
u,u
p,p
o,o
z,z
o,o
r,r
ň,ň
o,o
v,v
a,a
l,l
.,.
 , 
T,T
o,o
t,t
o,o
 , 
p,p
o,o
d,d
l,l
<INS>,l
é,é
 , 
s,s
t,t
v,v
o,o
ř,ř
e,e
n,n
í,í
 , 
u,u
p,p
r,r
c,c
h,h
l,l
o,o
 , 
p,p
o,o
t,t
o,o
m,m
 , 
s,s
 , 
j,J
e,e
d,d
n,n
í,í
m,m
 , 
t,t
r,r
e,e
s,s
t,t
a,a
n,n
c,c
e,e
m,m
d,d
c,c
e,e
r,r
u,u
.,.
 , 
A,A
c,c
h,h
 , 
t,t
a,a
k,k
",",","
 , 
d,d
o,o
b,b
ř,ř
e,e
.,.
 , 
P,P
o,o
k,l
r,r
a,a
č,č
u,u
j,i
t,t
e,e
!,!
 , 
N,N
a,a
m,m
í,i
ř,h
i,<DEL>
l,l
i,i
 , 
n,h
a,a
 , 
n,<DEL>
á,<DEL>
s,<DEL>
 , 
-,n
-,é
 , 
Č,C
í,i
m,m
?,?
 , 
A,A
u,u
t,t
o,o
m,m
a,a
t,t
e,e
m,m
!,!
 , 
M,M
ě,ě
l,l
i,i
 , 
a,a
u,u
t,t
o,o
m,m
a,a
t,t
?,?
 , 
A,A
 , 
k,k
o,o
l,l
i,i
k,d
!,<DEL>
 , 
J,J
á,á
 , 
j,j
s,s
e,e
m,m
 , 
j,j
i,i
c,c
h,h
 , 
s,s
<INS>,á
a,t
m,n
a,a
 , 
n,n
a,a
p,p
o,o
č,t
í,i
t,t
a,a
l,l
a,a
 , 
p,p
ě,ě
t,t
!,i
 , 
A,A
 , 
k,k
o,o
l,l
i,i
k,k
 , 
b,b
y,y
l,l
o,o
 , 
p,p
a,a
r,r
t,t
y,y
z,z
á,á
n,n
ů,ů
?,?
 , 
U,U
 , 
p,p
o,o
s,s
t,t
e,e
l,l
e,e
 , 
j,j
i,i
c,c
h,h
 , 
b,b
y,y
l,l
o,o
 , 
p,p
ě,ě
t,t
.,.
 , 
T,T
e,e
d,d
y,y
 , 
k,k
a,a
ž,ž
d,d
ý,ý
 , 
m,m
ě,ě
l,l
 , 
a,a
u,u
t,t
o,o
m,m
a,a
t,t
?,?
 , 
K,K
a,a
ž,ž
d,d
ý,ý
!,!
 , 
p,p
o,o
t,t
v,v
r,r
d,d
i,i
l,l
a,a
 , 
r,r
o,o
z,z
h,h
o,o
d,d
n,n
ě,é
 , 
t,t
e,e
t,t
i,i
č,č
<INS>,l
k,c
a,a
.,.
j,<DEL>
s,s
e,o
m,m
 , 
m,m
u,o
 , 
p,p
o,o
 , 
M,t
i,i
t,b
r, 
i,h
j,<DEL>
o,o
v,v
i,i
 , 
B,B
y,y
k,k
o,a
v,v
u,a
",",.
 , 
ž,ž
e,o
 , 
h,h
o,o
 , 
z,z
o,p
s,s
t,t
u,u
d,d
í,i
m,m
 , 
n,n
y,y
n,m
í,u
 ,<DEL>
n,n
a,o
 , 
c,c
e,r
l,]
ý,g
 , 
s,s
v,o
ě,i
t,l
",",","
 , 
a,a
 , 
d,d
o,o
 , 
s,s
a,a
<INS>,n
m,i
e,a
 , 
s,s
v,v
a,a
d,d
b,b
y,y
",",;
 , 
b,i
r,r
a,a
c,c
h,h
u,a
 , 
m,m
i,i
l,l
ý,y
",",<DEL>
 , 
j,t
s,s
e,e
m,m
 , 
<INS>,ř
n,i
e,o
v,v
y,ý
c,c
h,h
á,o
z,z
e,a
l,l
 , 
z,7
 , 
o,o
p,p
i,i
c,c
e,a
.,.
 , 
T,I
e,n
p,p
r,r
v,v
e,e
 ,p
p,r
ř, 
e,e
d,l
 , 
s,s
v,y
a,a
d,d
b,b
o,o
u,u
 , 
j,j
s,s
e,e
m,m
 , 
v,v
y,y
s,s
t,t
ř,ů
í,<DEL>
z,z
l,l
i,i
v,c
ě,e
l,l
.,.
"""",<DEL>
 , 
„,<DEL>
K,K
d,d
y,y
ž,ž
 , 
n,n
á,a
s,s
 , 
p,n
ř,t
i,i
v,v
e,e
z,s
l,<DEL>
i,i
 ,n
o,e
d,d
 , 
o,o
d,d
d,é
a,a
v,v
e,e
<INS>,l
k,e
",",","
 , 
p,n
o,o
s,s
a,a
d,d
i,d
l,<DEL>
i,i
 ,<DEL>
n,n
á,a
s,s
 , 
a,a
 , 
M,M
i,i
t,l
r,r
o,o
f,f
á,a
n,n
 , 
Š,s
t,t
ě,e
p,p
a,a
n,n
o,o
v,v
i,i
č,é
",",","
 , 
t,t
o,o
t,t
i,i
ž,z
 , 
u,u
j,j
e,e
c,c
a,a
b,b
y,y
 , 
z,z
k,k
o,o
u,u
m,m
a,a
l,l
 , 
p,p
o,o
v,v
a,a
h,h
u,u
 , 
r,r
u,u
s,s
k,k
é,é
h,h
o,o
 , 
l,l
i,i
d,d
u,u
",",","
 , 
a,a
 , 
k,k
d,d
y,y
ž,ž
 , 
<INS>, 
s,s
v,v
e,e
d,d
l,l
 , 
ú,ú
č,č
t,t
y,y
 , 
s,s
v,v
é,é
h,h
o,o
 , 
<INS>, 
z,z
k,k
o,o
u,u
m,m
á,á
n,n
í,í
",",","
 , 
t,t
u,u
 , 
p,p
ř,ř
i,i
š,š
e,e
l,l
 , 
k,k
 , 
<INS>, 
p,p
ř,ř
e,e
s,s
v,v
ě,ě
d,d
č,č
e,e
n,n
í,í
",",","
 , 
ž,ž
e,e
 , 
„,<DEL>
n,n
e,e
 , 
m,m
n,n
o,o
h,h
é,é
m,m
u,u
 , 
m,m
o,o
h,h
o,o
u,u
 , 
n,n
a,a
u,u
č,č
i,i
t,t
i,i
 , 
l,<DEL>
i,i
d,d
 , 
<INS>, 
n,n
a,a
š,š
i,i
 , 
m,m
u,u
d,d
r,r
c,c
i,i
",",","
 , 
s,s
p,p
í,i
š,s
e,e
 , 
s,s
a,a
m,m
i,i
 , 
<INS>, 
s,s
e,e
 , 
m,m
u,u
s,s
í,i
 , 
j,j
e,e
š,š
t,t
ě,ě
 , 
u,u
 , 
n,n
ě,ě
h,h
o,o
 , 
p,p
o,o
u,u
č,č
i,i
t,t
i,i
"""",“
.,.
 , 
2,2
.,.
 , 
b,b
ř,ř
e,e
z,z
n,n
a,a
 , 
1,1
8,8
5,5
4,4
 , 
u,u
p,p
l,l
y,y
n,n
u,u
l,l
a,a
 , 
č,č
t,t
y,y
ř,ř
l,l
e,e
t,t
á,á
 , 
l,l
h,h
ů,ů
t,t
a,a
t,t
ě,ě
ž,ž
c,c
e,e
",",","
 , 
d,d
l,l
o,o
u,u
h,h
o,o
 , 
u,u
m,m
í,í
r,r
a,a
l,l
",",<DEL>
 , 
n,n
ě,ě
k,k
o,o
l,l
i,i
k,k
 , 
h,h
o,o
d,d
i,i
n,n
 , 
p,p
o,o
 , 
s,s
o,o
b,b
ě,ě
.,.
 , 
 ,<DEL>
z,z
 , 
r,r
á,á
n,n
a,a
 , 
o,o
č,č
i,i
 , 
j,j
e,e
h,h
o,o
 , 
p,p
ř,ř
e,e
s,s
t,t
a,a
l,l
y,y
 , 
p,p
o,o
z,z
n,n
á,á
v,v
a,a
t,t
i,i
 , 
o,o
s,s
o,o
b,b
y,y
",",","
 , 
j,j
e,e
ž,ž
 , 
k,k
 , 
n,n
ě,ě
m,m
u,u
 , 
p,p
ř,h
i,<DEL>
s,s
t,t
u,u
p,p
o,o
v,v
a,a
l,l
y,y
.,.
 , 
C,C
h,h
t,t
 , 
m,m
u,u
 , 
n,n
ě,ě
j,j
a,a
k,k
 , 
u,u
l,l
e,e
v,v
i,i
t,t
i,<DEL>
",",","
 , 
v,v
i,i
d,d
ě,ě
l,l
i,i
 , 
ž,ž
e,e
 , 
j,j
e,e
 , 
m,m
u,u
 , 
v,v
e,e
l,l
i,i
c,c
e,e
 , 
t,t
ě,ě
ž,ž
k,k
o,o
;,;
r,<DEL>
ů,<DEL>
z,<DEL>
n,<DEL>
ý,<DEL>
c,<DEL>
h,<DEL>
 ,<DEL>
v,<DEL>
y,<DEL>
k,<DEL>
o,<DEL>
n,<DEL>
a,<DEL>
v,<DEL>
a,<DEL>
t,<DEL>
e,<DEL>
l,<DEL>
 ,<DEL>
t,<DEL>
ě,<DEL>
c,<DEL>
h,<DEL>
t,<DEL>
o,<DEL>
 ,<DEL>
z,<DEL>
a,<DEL>
j,<DEL>
í,<DEL>
m,<DEL>
a,<DEL>
v,<DEL>
ý,<DEL>
c,<DEL>
h,<DEL>
 ,<DEL>
p,<DEL>
o,<DEL>
v,<DEL>
i,<DEL>
n,<DEL>
n,<DEL>
o,<DEL>
s,<DEL>
t,<DEL>
í,<DEL>
 ,<DEL>
v,<DEL>
l,<DEL>
a,<DEL>
s,<DEL>
t,<DEL>
n,<DEL>
ě,<DEL>
 ,<DEL>
 ,<DEL>
ž,<DEL>
e,<DEL>
 ,<DEL>
p,<DEL>
ř,<DEL>
e,<DEL>
s,<DEL>
t,<DEL>
ě,<DEL>
h,<DEL>
o,<DEL>
v,<DEL>
a,<DEL>
v,<DEL>
 ,<DEL>
s,<DEL>
e,<DEL>
 ,<DEL>
d,<DEL>
 ,<DEL>
n,<DEL>
e,<DEL>
m,<DEL>
o,<DEL>
c,<DEL>
n,<DEL>
i,<DEL>
c,<DEL>
e,<DEL>
",",<DEL>
 ,<DEL>
o,<DEL>
b,<DEL>
d,<DEL>
r,<DEL>
ž,<DEL>
e,<DEL>
l,<DEL>
 ,<DEL>
 ,<DEL>
t,<DEL>
e,<DEL>
h,<DEL>
d,<DEL>
á,<DEL>
ž,<DEL>
 ,<DEL>
t,<DEL>
e,<DEL>
p,<DEL>
r,<DEL>
v,<DEL>
e,<DEL>
 ,<DEL>
p,<DEL>
r,<DEL>
v,<DEL>
n,<DEL>
í,<DEL>
 ,<DEL>
n,<DEL>
á,<DEL>
z,<DEL>
o,<DEL>
r,<DEL>
n,<DEL>
é,<DEL>
 ,<DEL>
p,<DEL>
o,<DEL>
n,<DEL>
ě,<DEL>
t,<DEL>
í,<DEL>
 ,<DEL>
o,<DEL>
 ,<DEL>
v,<DEL>
š,<DEL>
 ,<DEL>
t,<DEL>
ě,<DEL>
c,<DEL>
h,<DEL>
 ,<DEL>
z,<DEL>
á,<DEL>
l,<DEL>
e,<DEL>
ž,<DEL>
i,<DEL>
t,<DEL>
o,<DEL>
s,<DEL>
t,<DEL>
e,<DEL>
c,<DEL>
h,<DEL>
.,<DEL>
 ,<DEL>
t,<DEL>
é,<DEL>
 ,<DEL>
d,<DEL>
o,<DEL>
b,<DEL>
y,<DEL>
 ,<DEL>
v,<DEL>
ě,<DEL>
d,<DEL>
ě,<DEL>
l,<DEL>
 ,<DEL>
j,<DEL>
s,<DEL>
e,<DEL>
m,<DEL>
p,G
r,<DEL>
a,a
v,<DEL>
d,<DEL>
i,<DEL>
v,<DEL>
o,<DEL>
s,<DEL>
t,<DEL>
i,<DEL>
 , 
š,<DEL>
k,<DEL>
o,<DEL>
l,<DEL>
n,<DEL>
í,<DEL>
k,<DEL>
o,<DEL>
v,<DEL>
ý,<DEL>
c,c
 ,a
s,t
l,D
o,<DEL>
v,<DEL>
.,.
 ,A
V,0
ž,-
d,<DEL>
y,<DEL>
ť,<DEL>
 ,<DEL>
t,t
o,o
 , 
b,c
y,<DEL>
l,<DEL>
 , 
s,<DEL>
t,<DEL>
a,<DEL>
r,<DEL>
 , 
n,<DEL>
e,<DEL>
m,<DEL>
l,<DEL>
u,<DEL>
v,v
a,r
 ,<DEL>
-,<DEL>
-,<DEL>
 ,<DEL>
a,<DEL>
 ,<DEL>
k,<DEL>
d,<DEL>
y,<DEL>
ž,<DEL>
 ,<DEL>
n,n
ě,E
c,<DEL>
o,o
 ,s
ř,<DEL>
e,<DEL>
k,<DEL>
l,<DEL>
",",<DEL>
 ,<DEL>
m,<DEL>
o,<DEL>
h,<DEL>
l,<DEL>
o,<DEL>
 ,<DEL>
s,s
e,e
 ,<DEL>
n,<DEL>
a,a
 , 
t,<DEL>
o,<DEL>
m,<DEL>
 ,<DEL>
s,<DEL>
t,<DEL>
a,<DEL>
v,<DEL>
ě,<DEL>
t,<DEL>
.,<DEL>
 ,<DEL>
P,<DEL>
ů,<DEL>
l,<DEL>
 ,<DEL>
h,<DEL>
o,<DEL>
d,d
i,<DEL>
n,<DEL>
y,<DEL>
 ,<DEL>
b,<DEL>
y,<DEL>
l,<DEL>
o,<DEL>
 ,<DEL>
j,<DEL>
a,a
s,<DEL>
n,<DEL>
o,<DEL>
 , 
v,2
e,<DEL>
 ,<DEL>
s,<DEL>
b,<DEL>
o,<DEL>
r,<DEL>
o,<DEL>
v,<DEL>
n,<DEL>
ě,<DEL>
",",<DEL>
 ,<DEL>
v,<DEL>
 ,<DEL>
ř,<DEL>
e,<DEL>
d,<DEL>
i,<DEL>
t,<DEL>
e,<DEL>
l,<DEL>
n,<DEL>
ě,<DEL>
 ,<DEL>
a,<DEL>
 ,<DEL>
v,<DEL>
e,<DEL>
 ,<DEL>
v,<DEL>
š,<DEL>
e,<DEL>
c,c
h,<DEL>
 , 
t,<DEL>
ř,<DEL>
í,<DEL>
d,<DEL>
á,<DEL>
c,<DEL>
h,<DEL>
.,<DEL>
 , 
P,T
ů,<DEL>
l,<DEL>
 ,<DEL>
h,<DEL>
o,<DEL>
d,<DEL>
i,<DEL>
n,<DEL>
y,<DEL>
 ,<DEL>
n,<DEL>
e,<DEL>
z,<DEL>
a,a
p,<DEL>
o,<DEL>
m,<DEL>
e,<DEL>
n,<DEL>
u,<DEL>
t,<DEL>
e,<DEL>
l,l
n,<DEL>
é,<DEL>
h,<DEL>
o,<DEL>
 , 
j,<DEL>
a,<DEL>
s,<DEL>
u,<DEL>
 ,<DEL>
u,<DEL>
p,<DEL>
r,r
o,<DEL>
s,<DEL>
t,<DEL>
ř,<DEL>
e,<DEL>
d,<DEL>
 ,<DEL>
h,<DEL>
r,<DEL>
o,<DEL>
z,<DEL>
i,<DEL>
v,<DEL>
é,<DEL>
 ,<DEL>
t,<DEL>
m,<DEL>
y,<DEL>
",",<DEL>
h,h
e,e
r,r
s,s
e,e
l,l
f,f
 , 
s,s
o,a
 ,<DEL>
m,m
u,u
c,c
h,h
 ,<DEL>
a,a
n,n
 , 
i,i
n,n
t,t
r,r
u,y
d,d
e,é
r,n
 ,<DEL>
a,a
s,s
 , 
s,s
h,h
e,e
 , 
b,b
e,e
l,l
i,i
e,e
v,v
e,e
d,d
 , 
<INS>,‘
s,s
h,h
e,e
 , 
w,w
a,a
s,s
 ,","
c,c
o,o
n,n
s,s
i,i
d,d
e,é
r,r
e,e
d,d
 , 
b,b
y,y
 , 
t,t
h,h
e,e
 , 
o,o
t,t
h,h
e,e
r,r
s,s
.,.
 , 
S,S
h,h
e,e
 , 
h,h
a,a
d,d
 , 
v,ú
e,e
r,r
y,y
<INS>,'
<INS>,“
 , 
l,l
i,i
t,t
t,t
l,l
e,e
 , 
n,n
o,o
t,t
i,i
c,c
e,e
 , 
f,f
r,r
o,o
<INS>,i
m,n
 , 
a,a
n,n
y,y
 , 
<INS>, 
b,b
u,u
t,t
 , 
h,h
i,i
m,m
.,s
 , 
M,M
i,t
s,s
s,a
 ,°
B,8
i, 
n,n
g,g
l,l
e,e
y,y
 , 
w,w
a,a
s,t
 , 
e,e
n,n
g,g
r,r
o,o
s,s
s,s
e,e
d,d
 , 
b,b
y,y
 , 
M,J
r,r
.,<DEL>
 , 
D,D
a,a
r,r
c,c
y,y
",",","
 , 
h,h
e,e
r,r
 , 
s,s
i,i
s,s
t,t
e,é
r,r
 , 
s,s
c,c
a,a
r,r
c,c
e,e
l,l
y,y
 , 
l,l
e,e
s,s
s,s
 , 
s,s
o,o
;,;
 , 
a,a
n,n
d,d
 ,'
a,a
s,s
 , 
f,f
o,o
r,r
 ,:
M,M
r,r
.,","
 , 
H,H
u,u
r,r
s,s
t,t
",",","
 , 
b,b
y,y
 , 
w,w
h,h
o,o
m,m
 , 
E,E
l,l
i,i
z,z
a,a
b,b
e,e
t,t
h,h
 , 
s,s
a,a
t,t
",",y
 , 
h,h
e,e
j,j
e,e
h,h
o,o
 , 
s,s
l,l
o,o
v,v
a,a
 , 
J,J
e,e
n,n
d,d
a,a
.,.
 , 
 ,<DEL>
p,p
r,r
o,o
č,č
?,?
 , 
r,r
o,o
z,z
p,p
l,l
a,a
k,k
a,a
l,l
a,a
 , 
s,s
 , 
O,O
l,l
i,i
n,n
k,k
a,a
.,.
 , 
P,P
r,r
o,o
t,t
o,o
ž,ž
e,e
 , 
O,O
s,s
 , 
j,j
e,e
 , 
t,t
á,á
b,b
o,o
r,r
 , 
s,s
m,m
r,r
t,t
i,i
.,.
 , 
K,K
d,d
 , 
d,d
o,o
 , 
O,O
s,s
v,v
ě,ě
t,t
i,i
m,m
i,i
",",","
 , 
n,n
a,a
d,d
 , 
t,t
 , 
d,d
ě,ě
l,l
á,á
 , 
k,k
ř,ř
í,í
ž,ž
.,.
 , 
A,A
 , 
v,v
ů,ů
b,b
e,e
c,c
!,!
 , 
v,v
y,y
b,b
u,u
c,c
h,h
l,l
 , 
n,n
á,á
h,h
l,l
e,e
 , 
J,J
e,e
n,n
k,k
a,a
p,p
i,i
t,t
á,á
l,l
.,<DEL>
 , 
A,A
l,l
e,e
 , 
k,k
r,r
č,ě
m,m
á,á
ř,ř
 , 
u,u
ž,ž
 , 
p,p
o,o
č,č
í,i
t,t
á,á
 , 
s,s
 ,<DEL>
t,t
a,a
k,k
o,o
v,v
o,o
u,u
 , 
m,m
o,o
ž,ž
n,n
o,o
s,s
t,t
í,i
.,.
 , 
P,P
e,e
n,n
ě,ě
z,z
 , 
m,m
á,á
 , 
z,z
 , 
p,p
o,o
č,č
á,á
t,t
k,k
u,u
 , 
m,m
á,á
l,l
o,o
 , 
a,a
 , 
p,p
r,r
o,o
t,t
o,o
 , 
s,s
i,i
 , 
n,n
a,a
 , 
p,p
o,o
n,n
e,e
j,j
p,p
r,r
v,v
 , 
p,p
o,o
d,d
l,l
o,o
u,u
d,d
n,n
ě,ě
 , 
p,p
ř,ř
i,i
n,n
e,e
s,s
e,e
 , 
v,v
o,o
d,d
k,k
u,u
 , 
d,d
o,o
 , 
t,t
r,r
e,e
s,s
t,t
n,n
i,i
c,c
e,e
 , 
s,s
á,á
m,m
 , 
a,a
 , 
o,o
v,v
š,š
e,e
m,m
 , 
v,v
ý,ý
h,h
o,o
d,d
n,n
ě,ě
 , 
j,j
i,i
 , 
o,o
d,d
b,b
u,u
d,d
e,e
.,.
 , 
O,O
p,p
a,a
k,k
u,u
j,j
e,é
 , 
s,s
v,v
ů,ů
j,j
 , 
p,p
o,o
k,k
u,u
s,s
u,u
n,n
e,e
a,a
s,s
i,i
n,n
e,e
s,s
s,s
 , 
a,a
s,s
 , 
t,ť
o,o
 , 
t,t
h,h
e,e
 , 
p,p
o,o
s,s
s,s
i,i
b,b
l,l
e,e
 , 
c,c
o,o
n,n
s,s
e,é
q,q
u,u
e,e
n,n
c,c
 , 
h,h
e,e
r,r
 , 
p,p
e,e
r,r
s,s
i,i
s,s
t,t
i,i
n,n
g,g
 , 
i,i
n,n
 , 
t,t
h,h
i,i
s,s
 , 
i,i
n,n
t,t
e,e
r,r
f,f
e,e
r,r
e,e
n,n
c,c
e,e
.,.
 , 
F,F
r,r
o,o
m,m
 , 
w,w
 , 
s,s
h,h
e,e
 , 
h,h
a,a
d,d
 , 
s,s
a,a
i,i
d,d
 , 
o,o
f,f
 , 
h,h
e,e
r,r
 , 
<INS>, 
r,r
e,e
s,s
o,o
l,l
u,u
t,t
i,i
o,o
n,n
 , 
t,t
o,o
 , 
p,p
r,r
e,e
v,v
e,e
n,n
t,t
 , 
m,m
a,a
r,r
r,r
i,i
a,a
g,g
e,e
",",","
 , 
i,i
t,t
 , 
o,o
c,c
c,c
u,u
r,r
r,r
e,e
d,d
 , 
E,E
l,l
i,i
z,z
a,a
b,b
e,e
t,t
h,h
 , 
t,t
h,h
a,a
t,t
 ,-
s,s
h,h
e,e
 , 
m,m
<INS>,i
 , 
m,m
e,e
d,d
i,i
t,t
a,a
t,t
e,e
 , 
a,a
n,n
 , 
a,a
p,p
p,p
l,l
i,i
c,c
a,a
t,t
i,i
I,I
 , 
h,h
a,a
v,v
e,e
 , 
h,h
e,e
a,a
r,r
d,d
 , 
y,y
o,o
u,u
 , 
a,a
c,c
c,c
u,u
s,s
e,e
 , 
h,h
i,i
m,m
 , 
o,a
f,f
 , 
n,n
o,o
t,t
h,h
i,i
n,n
g,g
 , 
w,w
o,o
r,ř
s,s
e,e
 , 
t,t
h,h
a,a
n,n
 , 
o,o
f,f
 , 
b,b
e,e
i,i
n,n
g,g
 , 
t,t
h,h
e,e
 , 
s,s
o,o
n,n
 , 
o,o
f,f
 , 
M,M
r,r
.,.
 , 
D,D
a,a
r,r
c,c
y,y
’, 
s,s
 , 
s,s
t,t
e,e
w,w
a,a
r,r
d,d
",",","
 , 
a,a
n,n
d,d
 , 
o,o
f,f
 , 
t,t
h,h
a,a
t,t
",",","
 , 
I,I
 ,.
c,c
a,a
n,n
 , 
a,a
s,s
s,s
u,u
r,r
e,e
 , 
y,y
o,o
u,u
",",","
 , 
h,h
e,e
 , 
i,I
n,n
f,f
o,o
r,r
m,m
e,e
d,d
 , 
m,m
e,e
 , 
h,h
i,i
m,m
s,s
e,e
l,l
f,f
.,<DEL>
”,<DEL>
 , 
“,""""
I,I
 , 
b,b
e,e
g,g
 , 
y,y
o,o
u,u
r,r
 , 
p,p
a,a
r,r
d,d
o,o
n,n
",",","
”,<DEL>
 , 
r,r
e,e
p,p
l,l
i,i
e,e
d,d
 , 
M,M
i,i
s,s
s,s
 , 
B,B
i,i
n,n
g,g
l,l
e,e
y,y
",",","
 , 
t,t
u,u
r,r
n,n
i,í
n,n
g,g
 ,r
a,a
w,w
a,a
y,y
 , 
w,w
i,i
t,t
h,h
 , 
a,a
 , 
s,<DEL>
n,<DEL>
e,<DEL>
e,<DEL>
r,<DEL>
.,<DEL>
 ,<DEL>
“,<DEL>
E,E
x,x
c,c
u,u
s,s
e,e
 , 
m,m
y,y
j,j
i,i
s,s
t,t
o,o
u,u
 , 
d,d
o,o
b,b
u,u
 , 
z,z
a,a
 , 
k,k
v,v
ě,ě
t,t
u,u
 , 
<INS>,>
<INS>, 
<INS>,-
s,s
v,v
ý,y
c,e
h,l
 ,t
l,l
e,e
t,t
 , 
a,a
 ,<DEL>
s,s
i,i
l,k
.,<DEL>
 , 
A,A
l,l
e,e
 , 
c,c
o,o
ž,ž
 , 
<INS>,7
<INS>, 
o,o
 , 
t,t
o,o
<INS>,n
m,í
 , 
m,m
l,i
u,t
v,v
i,i
t,t
!,h
.,i
.,<DEL>
.,<DEL>
 ,<DEL>
R,R
a,a
d,d
ě,é
j,j
i,i
 , 
b,b
u,u
d,d
u,u
 , 
j,j
e,e
š,š
t,t
ě,ě
 , 
n,n
ě,ě
c,c
o,o
 , 
v,v
y,y
p,p
r,r
a,a
v,v
