Truth,Pred
 , 
j,j
e,e
n,n
ž,ž
 , 
z,z
a,a
s,s
t,t
a,á
v,v
i,i
l,l
 , 
v,v
ě,ě
c,e
 , 
a,a
 , 
o,o
b,b
d,d
r,r
ž,ž
e,e
l,l
 , 
p,p
e,e
n,n
í,í
z,z
e,e
",",","
 , 
o,o
d,d
e,e
b,b
r,r
a,a
l,l
 , 
s,s
e,e
 , 
b,<DEL>
e,<DEL>
z,<DEL>
 ,<DEL>
p,p
r,r
o,o
d,d
l,l
e,e
n,n
í,i
 , 
<INS>,b
<INS>,e
<INS>,z
a,=
s,s
n,n
á,á
š,š
e,e
l,l
i,i
 , 
o,o
v,v
š,š
e,e
m,m
 , 
ú,<DEL>
 ,<DEL>
d,d
v,v
a,a
k,k
r,r
á,á
t,t
 , 
t,t
a,a
k,k
o,o
v,v
é,é
",",<DEL>
 , 
o,o
s,s
t,t
a,a
t,t
n,n
í,í
 , 
d,d
ě,ě
l,l
n,n
í,í
c,c
i,i
 , 
a,a
l,l
a,a
b,b
a,a
s,s
t,t
r,r
 , 
p,p
o,o
s,s
ý,ý
l,l
a,a
 , 
o,o
b,b
y,y
č,č
e,e
j,j
n,n
ě,ě
 , 
d,d
v,v
ě,ě
 , 
n,n
e,e
 , 
o,o
s,s
o,o
b,b
y,y
",",<DEL>
 , 
s,s
t,t
a,a
r,r
c,c
e,e
 , 
n,<DEL>
 ,<DEL>
l,l
i,i
d,d
i,i
",",<DEL>
 , 
a,","
 , 
o,o
v,v
š,š
e,e
m,<DEL>
 ,<DEL>
m,m
o,o
n,n
e,e
 , 
<INS>,'
s,s
p,p
o,o
t,t
 , 
o,o
f,f
 , 
P,P
e,e
m,m
b,b
e,e
r,r
l,l
e,e
y,y
 , 
H,<DEL>
o,<DEL>
u,<DEL>
s,<DEL>
e,<DEL>
",",<DEL>
 ,<DEL>
w,w
h,h
i,i
c,c
h,h
e,e
v,v
e,e
r,r
 , 
i,i
t,t
 , 
m,m
i,i
g,g
h,h
t,t
 , 
b,b
e,e
",",<DEL>
 , 
w,w
h,h
e,e
r,r
e,e
 , 
M,M
r,r
.,.
 , 
D,D
a,a
r,r
c,c
y,y
 , 
t,t
h,h
e,e
n,n
 , 
w,w
a,a
s,s
.,<DEL>
 , 
S,S
h,h
e,e
 , 
l,<DEL>
o,<DEL>
n,<DEL>
g,<DEL>
e,e
d,d
 , 
t,t
o,o
 , 
k,k
n,n
o,o
w,w
 , 
w,w
h,h
a,a
t,t
 , 
a,a
t,t
 , 
t,t
h,h
a,a
t,t
 , 
m,m
o,o
m,m
e,e
n,n
t,t
 , 
w,w
a,a
s,s
 , 
p,p
a,a
s,s
s,s
i,i
n,n
g,g
 , 
i,i
n,n
 , 
h,h
i,i
s,s
 , 
m,m
i,i
n,n
d,d
;,;
 , 
i,i
n,n
 , 
w,w
h,h
a,a
t,t
 , 
m,m
a,a
n,n
n,n
e,e
r,r
 , 
h,h
e,e
 , 
t,t
h,h
o,o
u,u
g,g
h,h
t,t
 , 
o,0
 , 
h,h
e,e
r,r
",",<DEL>
 , 
a,a
n,n
d,d
 , 
w,w
h,h
e,e
t,t
h,h
e,e
r,r
",",","
 , 
i,i
n,n
 , 
d,d
e,e
f,f
i,i
a,a
n,n
c,c
e,e
 , 
o,o
f,f
 , 
e,e
v,v
e,e
r,r
y,y
t,t
h,h
i,i
n,n
g,g
",",;
 , 
s,s
h,h
e,e
 , 
w,w
a,a
s,s
 , 
<INS>,d
<INS>,e
<INS>,a
<INS>,r
s, 
t,t
<INS>,o
<INS>, 
<INS>,H
<INS>,o
<INS>,u
i,s
l,e
l,","
 , 
<INS>,l
d,o
e,n
a,g
r,e
 , 
<INS>,s
t,t
<INS>,i
<INS>,l
o,l
t,t
o,o
 , 
u,u
 , 
n,n
ě,ě
h,h
o,o
 , 
n,n
e,e
n,n
a,a
l,l
e,e
z,z
n,n
e,e
",",<DEL>
 , 
p,p
r,r
o,o
t,t
o,o
",",","
 , 
p,p
o,o
n,n
ě,e
v,v
a,a
d,d
ž,ž
 , 
n,n
o,o
ž,ž
e,e
 , 
a,<DEL>
 ,<DEL>
j,<DEL>
i,<DEL>
n,n
é,<DEL>
 ,<DEL>
n,<DEL>
á,á
s,s
t,t
r,r
o,o
j,j
e,e
 , 
b,b
y,y
l,l
y,y
 , 
v,<DEL>
 ,<DEL>
t,t
r,r
e,e
s,s
t,t
n,n
i,i
c,c
i,i
 , 
n,n
e,e
v,v
y,y
h,h
n,n
u,u
t,t
e,é
l,l
n,n
ě,e
 , 
n,n
u,a
t,t
n,n
y,y
",",","
 , 
n,n
a,a
c,c
h,h
á,a
z,z
e,e
l,l
y,ý
 , 
s,s
e,e
 , 
p,p
ř,ř
e,c
s,<DEL>
e,<DEL>
 , 
v,o
š,š
e,e
c,c
h,h
n,n
y,y
 , 
p,p
r,r
o,o
h,h
l,l
í,i
d,d
k,k
y,y
 , 
s,s
t,t
á,a
l,l
e,o
 , 
<INS>,d
v,i
 , 
d,<DEL>
r,<DEL>
ž,ž
e,e
n,n
í,í
 , 
t,t
r,r
e,e
s,s
t,t
a,a
n,n
c,c
ů,ů
.,_
 , 
A,<DEL>
 ,<DEL>
k,k
d,d
y,y
ž,<DEL>
 , 
s,<DEL>
e,<DEL>
 ,<DEL>
i,<DEL>
 ,<DEL>
p,p
o,o
d,d
a,a
ř,r
i,i
l,l
o,o
 , 
j,j
e,e
 , 
s,s
k,k
o,o
n,n
f,t
i,i
s,s
k,k
o,o
v,v
a,a
t,t
i,i
<INS>, 
",",","
 , 
i,i
h,h
n,n
e,e
d,d
 , 
s,s
i,i
 , 
o,o
p,p
a,a
t,t
ř,r
o,o
v,v
a,a
l,l
i,i
 , 
j,p
i,<DEL>
n,n
é,ě
.,.
 , 
C,G
e,é
l,l
<INS>,a
<INS>, 
<INS>,j
<INS>,i
<INS>,n
á,é
a,<DEL>
 ,<DEL>
S,S
l,l
á,á
v,v
e,e
k,k
 , 
z,z
a,a
h,h
l,l
é,é
d,d
l,l
 , 
p,p
o,o
 , 
v,v
r,r
á,á
s,s
č,č
i,i
t,t
é,é
 , 
t,t
v,v
á,á
ř,ř
 , 
s,s
l,1
z,z
y,y
.,<DEL>
 , 
Z,Z
a,a
r,r
a,a
ž,ž
e,e
n,n
ě,ě
 , 
o,o
 ,<DEL>
o,<DEL>
d,d
e,e
 , 
d,d
v,v
e,e
ř,ř
í,í
.,<DEL>
 , 
B,B
y,y
l,l
 , 
z,<DEL>
 ,<DEL>
s,s
e,e
 , 
t,t
u,u
 , 
s,s
t,t
a,a
l,l
o,o
?,?
 , 
J,J
a,a
k,k
 , 
n,n
e,e
š,š
t,t
ě,ě
s,s
t,t
í,í
 , 
j,j
e,e
 , 
z,z
k,k
r,r
u,u
 , 
t,t
o,o
 , 
b,b
y,y
l,l
o,o
 , 
t,t
a,a
k,k
 , 
s,s
t,t
r,r
a,a
 , 
p,p
l,l
á,á
č,č
e,e
 ,<DEL>
i,<DEL>
 , 
t,t
e,e
t,t
i,i
č,č
k,k
a,a
",",","
n,n
ě,ě
k,k
o,o
l,l
i,i
k,k
r,r
á,á
t,t
;,;
 , 
n,n
e,e
b,b
i,i
l,l
 , 
m,m
n,n
e,e
 , 
j,j
 , 
k,k
d,d
o,o
 , 
n,n
e,e
c,c
h,h
t,t
ě,ě
l,l
;,;
 , 
t,t
a,a
k,k
ž,ž
e,e
 , 
j,j
s,s
e,e
 , 
k,k
o,o
n,n
e,e
č,č
n,n
ě,ě
 , 
ú,ú
p,p
l,I
n,n
ě,ě
 , 
p,p
ř,ř
i,i
v,v
y,y
k,k
l,I
.,.
 , 
J,J
a,a
k,k
 , 
s,s
e,e
 , 
d,d
o,o
s,s
t,t
a,a
l,l
 , 
n,n
a,a
 , 
v,v
o,o
j,j
n,n
u,u
",",","
 , 
n,n
e,e
v,v
í,í
m,m
;,;
 , 
n,n
e,e
p,p
a,a
m,m
a,a
t,t
u,u
j,j
u,u
 , 
s,s
e,e
 , 
o,o
s,s
t,t
a,a
t,t
n,n
ě,ě
",",<DEL>
 , 
m,m
o,o
ž,ž
n,n
á,á
",",","
 , 
ž,ž
e,e
 , 
t,t
o,o
 , 
v,v
y,y
p,p
r,r
a,a
v,v
o,o
v,v
a,a
l,l
;,;
 , 
b,b
y,y
l,l
 , 
t,t
o,o
 , 
v,v
ě,ě
č,č
 , 
b,b
ě,ě
h,h
o,o
u,u
n,n
 , 
a,a
 , 
t,t
u,u
l,l
á,á
k,k
.,.
 , 
P,P
a,a
m,m
a,a
t,t
 , 
s,s
e,e
 , 
j,j
e,e
n,n
 , 
n,n
a,a
 , 
j,j
e,e
h,h
o,o
J,J
e,e
n,n
 , 
j,j
e,e
d,d
e,e
n,n
 , 
č,č
l,l
o,o
v,v
ě,ě
k,k
 , 
n,n
e,e
s,s
p,p
a,a
l,l
<INS>, 
.,.
 , 
K,K
l,l
i,i
n,n
o,o
v,v
s,s
k,k
ý,ý
<INS>, 
.,.
 , 
H,H
o,o
r,r
e,e
č,č
n,n
ě,ě
 , 
p,p
ř,ř
e,e
m,m
ý,ý
š,š
l,l
e,e
l,l
.,.
 , 
S,S
v,v
ů,ů
j,j
 , 
ú,ú
k,k
o,o
l,l
 , 
s,s
p,p
l,l
n,n
i,i
l,l
 , 
-,<DEL>
-,<DEL>
 ,<DEL>
n,n
a,a
š,š
e,e
l,l
 , 
d,d
ů,ů
m,m
",",;
 , 
v,<DEL>
 ,<DEL>
n,n
ě,ě
m,m
ž,ž
 , 
j,j
s,s
o,o
u,u
 , 
p,p
ř,ř
e,e
c,c
h,h
o,o
v,v
á,á
v,v
á,á
n,n
i,i
 , 
p,p
a,a
r,r
t,t
y,y
z,z
á,á
n,n
i,i
.,.
 , 
T,T
o,o
 , 
s,s
t,t
a,a
č,č
í,í
 , 
g,g
e,e
s,s
t,t
a,a
p,p
u,u
 , 
k,k
 , 
p,p
r,r
o,o
v,v
e,e
d,d
e,e
n,n
í,í
 , 
j,j
e,e
h,h
o,o
 , 
p,p
l,l
á,á
n,n
u,u
.,.
 , 
A,A
l,l
e,e
 , 
o,o
č,č
 , 
b,b
y,y
 , 
t,t
o,o
 , 
b,b
y,y
l,l
o,o
 , 
d,d
o,o
k,k
o,o
n,n
a,a
l,l
e,e
j,j
š,š
í,í
",",;
 , 
<INS>,z
<INS>,d
<INS>,e
<INS>, 
k,k
d,d
y,y
b,b
y,y
 ,<DEL>
z,<DEL>
d,<DEL>
e,<DEL>
t,t
h,h
e,e
 , 
r,r
o,c
o,c
m,m
",",","
 , 
E,Z
l,l
i,i
z,z
a,a
b,b
e,e
t,t
h,h
 , 
f,f
e,e
l,l
t,t
 , 
t,t
h,h
a,a
t,t
 , 
s,s
h,h
e,e
 , 
h,Q
a,a
d,d
 , 
n,J
e,e
i,i
t,t
h,h
e,e
r,r
 , 
b,b
e,e
e,e
n,n
 , 
s,s
e,e
e,e
i,1
n,n
g,g
 , 
h,J
i,i
m,m
 , 
b,b
e,e
f,f
o,c
r,r
e,e
",",<DEL>
 , 
n,n
o,c
r,r
 , 
t,t
h,h
i,i
n,n
k,k
i,i
n,n
g,g
 , 
o,a
f,<DEL>
 ,<DEL>
h,<DEL>
i,i
m,m
 , 
s,s
i,i
n,n
c,c
e,e
",",<DEL>
 , 
w,w
i,i
t,t
h,n
 , 
t,t
h,h
e,e
 , 
s,s
m,m
a,e
l,l
l,l
e,e
s,s
t,t
 , 
d,d
e,e
g,g
r,r
e,e
e,e
 , 
o,<DEL>
f,<DEL>
 ,<DEL>
u,u
n,n
r,r
e,e
a,a
s,s
o,c
n,n
a,a
b,b
l,l
e,e
 , 
a,a
d,d
m,m
i,i
r,r
a,a
t,t
i,1
o,c
n,n
.,.
 , 
T,I
h,n
e,e
 , 
o,c
f,f
f,f
i,i
c,c
e,e
r,r
s,s
 , 
o,<DEL>
f,<DEL>
 ,<DEL>
t,t
h,h
e,e
 , 
-,<DEL>
-,<DEL>
-,<DEL>
-,<DEL>
s,s
h,h
i,i
r,r
e,e
 , 
w,w
e,e
r,r
e,e
 , 
i,<DEL>
n,<DEL>
 ,<DEL>
g,g
e,e
n,n
e,e
r,r
a,a
l,l
 , 
a,<DEL>
 ,<DEL>
v,v
e,e
r,r
y,y
 , 
c,c
r,r
e,e
d,d
i,i
t,t
a,a
b,b
l,l
e,e
",",","
 , 
g,g
e,e
n,n
t,t
l,l
e,e
m,n
a,a
n,n
l,l
i,i
k,k
e,e
s,s
t,t
í,í
s,s
n,n
ě,ě
n,n
ě,ě
 , 
S,S
l,l
á,á
v,v
e,e
k,k
.,.
 , 
N,N
 , 
d,d
u,u
s,s
i,i
l,l
o,o
.,.
 , 
P,P
r,r
o,o
s,s
í,í
m,m
 , 
t,t
ě,ě
",",","
 , 
 ,<DEL>
s,s
e,e
 , 
j,j
i,i
m,m
 , 
d,d
i,i
v,v
i,i
l,l
?,?
 , 
J,J
á,á
 , 
p,p
r,r
o,o
 , 
t,t
a,a
k,k
o,o
v,v
o,o
u,u
 , 
h,h
r,r
ů,ů
z,z
u,u
",",","
 , 
n,n
e,e
 , 
a,a
n,n
i,i
 , 
h,h
o,o
d,d
i,i
n,n
u,u
.,.
 ,<DEL>
A,<DEL>
 , 
b,b
y,y
l,l
y,y
 , 
-,-
-,-
?,?
 , 
C,C
o,o
 , 
t,t
i,i
 , 
b,b
u,u
d,d
u,u
 , 
v,v
y,y
p,p
r,r
a,a
v,v
o,o
v,v
a,a
t,t
",",","
 , 
c,c
h,h
l,l
a,a
p,p
s,s
e,e
v,v
e,e
r,r
e,e
 , 
u,u
p,p
o,o
n,n
 , 
y,y
o,o
u,u
r,r
s,s
e,e
l,l
f,f
",",","
”,<DEL>
 , 
r,r
e,e
p,p
l,l
i,i
e,e
d,d
 , 
E,E
l,l
i,i
z,z
a,a
b,b
e,e
t,t
h,h
., 
 , 
“,'
Y,Y
o,o
u,u
 , 
m,m
a,a
y,y
 , 
w,w
e,e
l,l
l,l
 , 
w,w
a,a
r,r
n,n
 , 
m,m
e,e
 , 
a,a
g,g
a,a
i,i
n,n
s,s
 , 
s,s
u,u
c,c
h,h
 , 
a,a
n,n
 , 
e,e
v,v
i,i
l,l
.,.
 , 
H,H
u,u
m,m
a,a
n,n
 , 
n,n
a,a
t,t
u,u
r,r
e,e
 , 
i,i
s,s
 , 
s,s
o,o
 , 
p,p
r,r
o,o
n,n
e,e
 , 
t,t
o,o
 , 
f,f
a,a
l,l
l,l
 , 
i,i
n,n
t,t
o,o
 , 
i,i
t,t
!,!
 , 
N,N
o,o
",",;
 , 
L,L
i,i
z,z
z,z
y,y
",",;
 , 
l,l
e,e
t,t
 , 
m,m
e,e
 , 
o,o
n,n
c,c
e,e
 , 
i,i
n,n
 , 
m,m
y,y
 , 
l,l
i,i
f,f
e,e
 , 
f,f
e,e
e,e
l,l
 , 
h,h
o,o
w,w
 , 
m,m
u,u
c,c
h,h
 , 
I,<DEL>
 ,<DEL>
h,h
a,a
v,v
e,e
 , 
b,b
e,e
e,e
 , 
t,t
o,o
 , 
b,b
l,l
a,a
m,m
e,e
.,_
 ,<DEL>
I,<DEL>
 , 
a,a
m,m
 , 
n,n
o,o
t,t
 , 
a,a
f,f
r,r
a,a
i,i
d,d
i,i
n,n
s,s
u,u
f,f
f,l
i,i
c,c
i,l
e,e
n,n
t,t
",",","
 , 
w,w
h,h
e,e
n,n
 , 
r,r
e,e
q,q
u,u
i,l
r,r
e,e
d,d
 , 
t,t
o,o
 , 
d,d
e,e
p,p
e,e
n,n
d,d
 , 
o,o
n,n
 , 
h,h
i,i
s,s
 , 
a,a
f,f
<INS>,i
f,f
e,e
c,c
t,t
i,i
o,o
n,n
 , 
f,f
o,o
r,r
 , 
h,h
e,e
r,r
",",;
 , 
f,f
o,o
r,r
 , 
a,_
 , 
w,w
o,o
m,m
a,a
n,n
 , 
w,w
h,h
o,o
 , 
h,h
a,a
d,d
 , 
a,a
l,l
r,r
e,e
a,a
d,d
y,y
 , 
r,r
e,e
f,f
u,u
s,s
e,e
d,d
 , 
h,h
i,i
m,m
",",;
 , 
a,a
s,s
 , 
a,a
b,b
l,l
e,e
 , 
t,t
o,o
 , 
o,o
v,v
e,e
r,r
c,c
o,o
m,m
e,e
 , 
a,<DEL>
 ,<DEL>
s,s
e,e
n,n
t,t
i,i
m,m
e,e
n,n
t,t
 , 
s,s
o,o
 , 
n,n
a,a
t,t
u,u
r,r
a,a
l,l
 , 
a,a
s,s
 , 
a,a
b,b
h,h
o,o
r,r
r,r
e,e
n,n
c,c
e,e
 , 
a,a
g,g
a,a
i,l
n,n
s,s
t,t
 , 
r,r
e,e
l,l
a,a
t,t
i,l
o,o
n,n
s,s
h,h
i,l
p,p
 , 
w,w
i,i
t,t
h,h
 , 
W,W
i,i
c,c
k,k
h,h
a,a
m,m
.,.
 , 
B,B
r,r
o,o
t,t
h,h
e,e
r,r
-,-
i,I
n,n
-,-
l,l
a,a
w,w
 , 
o,o
f,f
 , 
W,W
i,i
c,c
k,k
h,h
a,a
m,m
!,i
 , 
E,E
v,v
e,e
r,r
y,y
 , 
k,k
i,l
n,n
d,d
 , 
o,o
f,f
p,p
r,r
o,o
s,s
t,t
ě,ě
.,<DEL>
 , 
M,M
a,a
t,t
k,k
a,a
 , 
z,z
a,a
č,č
a,a
l,l
a,a
 , 
n,n
a,a
ř,ř
í,í
k,k
a,a
t,t
:,:
 , 
T,T
o,o
 , 
j,j
e,e
 , 
s,s
t,t
r,r
a,a
š,š
n,n
é,é
 , 
d,d
ě,ě
v,v
č,č
i,i
s,s
k,k
o,o
!,!
 , 
P,P
a,a
n,n
e,e
 , 
B,B
o,o
ž,ž
e,e
",",;
 , 
j,j
á,á
 , 
b,b
y,y
c,c
h,h
 , 
s,s
e,e
 , 
n,n
ě,ě
č,č
e,e
h,h
o,o
 , 
t,t
a,a
k,k
o,o
v,v
é,é
h,h
o,o
 , 
n,n
a,a
d,d
á,á
l,l
a,a
!,!
 , 
P,P
ř,ř
e,e
k,k
v,v
a,a
p,p
e,e
n,n
í,í
 , 
b,b
y,y
l,l
o,o
 , 
d,d
o,o
k,k
o,o
 , 
P,P
a,a
k,k
 , 
č,č
e,e
k,k
a,a
l,l
i,i
 , 
n,n
a,a
 , 
v,v
ý,ý
b,b
u,u
c,c
h,h
.,<DEL>
 , 
Š,Š
t,t
ě,ě
p,p
á,á
n,n
o,o
v,v
 , 
d,d
r,r
ž,ž
e,e
l,l
 , 
h,h
o,o
d,d
i,i
n,n
B,B
y,y
l,l
 , 
v,v
e,e
 , 
m,m
n,n
o,o
h,h
é,e
m,n
 , 
v,v
z,z
h,h
l,l
e,e
d,d
e,e
 , 
d,d
o,o
s,s
t,t
i,i
 , 
z,z
á,á
h,h
a,a
d,d
n,n
o,o
u,u
 , 
o,o
s,s
o,o
b,p
n,n
o,o
s,s
t,t
 , 
P,P
ř,ř
e,e
d,d
e,e
v,v
š,š
í,í
m,m
 , 
m,m
n,n
e,e
 , 
p,p
ř,r
e,e
k,k
v,v
a,a
p,p
i,i
l,l
 , 
j,j
e,e
h,h
o,o
 , 
k,k
r,r
á,a
s,s
n,n
ý,y
 , 
o,o
b,b
l,l
i,i
č,č
e,e
j,j
 , 
;,<DEL>
 ,<DEL>
n,n
e,e
b,b
y,y
l,l
o,o
 , 
m,m
u,u
 , 
v,v
í,i
c,c
e,e
 , 
n,n
e,e
ž,ž
 , 
d,d
v,v
a,a
c,c
 , 
t,c
ř,Ě
i,i
 , 
l,l
e,e
t,t
a,a
.,<DEL>
 , 
N,N
a,a
c,c
h,h
á,á
z,z
e,e
l,l
 , 
s,<DEL>
e,<DEL>
 ,<DEL>
v,<DEL>
 ,<DEL>
z,z
v,v
l,l
á,á
š,š
t,t
n,n
í,í
m,n
 , 
o,o
d,d
d,d
ě,ě
l,l
e,e
n,n
í,í
",",<DEL>
 , 
t,t
o,o
t,t
 , 
t,t
a,a
m,m
",",","
 , 
k,k
d,d
e,e
 , 
b,b
y,y
l,l
i,i
 , 
o,o
d,d
s,s
o,o
u,u
z,z
e,e
n,n
í,í
 , 
n,n
a,a
 , 
c,c
e,e
l,l
ý,ý
 , 
ž,ž
i,i
v,v
o,o
t,t
;,<DEL>
 , 
p,p
a,a
t,t
ř,ř
i,i
l,l
 , 
t,t
e,e
d,d
y,y
 , 
k,<DEL>
 ,<DEL>
t,<DEL>
ě,ě
m,m
<INS>, 
",",","
 , 
k,k
d,d
o,o
ž,ž
 , 
s,s
e,e
t,t
o,o
 , 
b,b
y,y
 , 
n,n
e,e
š,š
l,l
o,o
",",","
 , 
m,m
a,a
 , 
b,b
r,r
á,á
n,n
i,i
l,l
 , 
s,s
e,e
 , 
o,o
t,t
e,e
c,c
.,<DEL>
 , 
m,m
o,o
h,h
u,u
 , 
n,n
a,a
 , 
t,t
e,e
b,b
e,e
 , 
v,v
e,e
 , 
s,s
p,p
o,o
l,l
e,e
h,h
n,n
o,o
u,u
t,t
.,<DEL>
 , 
A,A
l,l
e,e
 , 
s,s
i,1
 , 
l,l
i,i
d,d
é,é
 , 
v,v
š,š
i,i
m,m
l,l
i,i
 , 
 ,<DEL>
d,d
ř,ř
í,í
v,v
e,e
 , 
n,n
e,e
ž,ž
 , 
m,m
n,n
e,e
<INS>, 
!,!
 , 
 ,<DEL>
n,n
e,e
v,v
í,í
m,m
",",","
 , 
j,j
a,a
k,k
 , 
b,b
y,y
 ,<DEL>
s,<DEL>
z,z
a,a
h,h
ř,ř
m,m
ě,ě
l,l
a,a
 , 
l,l
e,e
s,s
e,e
m,m
.,_
 , 
A,A
u,u
t,t
o,o
 , 
z,z
a,a
s,s
t,t
a,a
v,v
i,i
l,l
o,o
.,.
 , 
N,N
ě,ě
k,k
o,o
l,l
i,i
k,k
 , 
d,d
ů,ů
s,s
t,t
o,o
j,j
n,n
í,í
k,k
ů,ů
 , 
v,v
y,y
s,s
k,k
o,o
č,č
i,i
l,l
o,o
 , 
n,n
a,a
 , 
s,s
i,i
l,l
n,n
i,i
c,c
i,i
.,.
 , 
B,B
ě,ě
ž,ž
e,e
l,l
i,i
 , 
k,k
 , 
p,p
ř,ř
í,í
k,k
o,o
p,p
u,u
 , 
a,<DEL>
 ,<DEL>
o,o
d,d
j,j
i,i
š,š
ť,ť
o,o
v,v
a,a
l,l
i,i
 , 
p,p
i,i
s,s
t,t
o,o
l,l
e,e
.,.
 , 
D,D
v,v
a,a
 , 
z,z
ů,ů
s,s
t,t
a,a
l,l
i,i
 , 
l,l
e,e
ž,ž
e,e
t,t
 , 
v,v
 , 
a,a
u,u
t,t
ě,ě
.,.
 , 
P,P
a,a
l,l
t,t
e,e
!,!
 , 
z,z
a,a
v,v
e,e
l,l
e,e
l,l
 , 
S,S
l,l
á,á
v,v
e,e
k,k
 , 
p,p
o,o
 , 
d,d
r,r
u,u
h,h
é,é
.,<DEL>
 , 
V,V
 ,<DEL>
n,n
ě,ě
k,k
o,o
l,l
i,i
k,k
a,a
 , 
v,T
t,t
e,e
ř,ř
i,i
n,n
á,á
c,c
h,h
 , 
b,b
y,y
l,l
o,o
 , 
p,p
o,o
 , 
v,v
š,š
e,e
m,m
.,.
s,s
h,h
l,l
e,e
d,d
a,a
n,n
o,o
u,u
!,<DEL>
 , 
l,l
o,o
u,u
č,č
i,i
l,l
 , 
s,s
e,e
 , 
 ,<DEL>
n,n
i,i
m,m
i,i
.,<DEL>
 , 
V,V
e,e
 , 
d,d
n,n
e,e
 , 
m,m
á,á
m,m
 , 
j,j
e,e
š,š
t,t
 , 
n,n
ě,ě
j,j
a,a
k,k
é,é
 , 
p,p
o,o
c,c
h,h
ů,ů
z,z
k,k
y,y
.,<DEL>
 , 
D,D
o,o
 , 
s,s
v,v
i,i
d,d
a,a
n,n
i,i
a,a
!,!
 , 
o,o
b,b
j,j
í,í
m,m
a,a
l,l
i,i
 , 
h,h
o,o
 , 
s,s
v,v
i,i
d,d
a,a
n,n
i,i
a,a
!,<DEL>
 , 
S,S
l,l
á,á
v,v
e,e
k,k
 , 
n,n
a,a
<INS>, 
v,v
š,š
t,t
í,í
v,v
i,i
l,l
 , 
b,b
a,a
b,b
i,i
č,č
k,k
u,u
.,<DEL>
 , 
J,J
á,á
 , 
t,t
u,u
",",<DEL>
 , 
s,s
y,y
n,n
k,k
u,u
",",<DEL>
 , 
n,n
e,e
v,v
y,y
d,d
r,r
ž,ž
í,í
m,m
",",","
 , 
s,s
t,t
ě,ě
ž,ž
o,o
v,v
a,a
l,l
a,a
 , 
s,5
i,1
 , 
m,m
u,u
.,<DEL>
 , 
V,V
š,š
e,e
c,c
 , 
n,n
a,a
 , 
m,m
n,n
e,e
 , 
p,p
a,a
d,d
á,á
.,<DEL>
 , 
V,V
š,š
u,u
d,d
e,e
 , 
v,v
i,i
 , 
O,o
l,l
i,i
n,n
k,k
u,u
.,<DEL>
 , 
V,V
š,š
u,u
d,d
e,e
 , 
j,j
i,i
 , 
v,v
i,i
d,d
í,í
u,u
t,t
í,í
k,k
a,a
t,t
<INS>, 
.,.
 , 
N,N
o,o
h,h
y,y
 , 
j,j
í,í
 , 
<INS>,f
u,u
j,j
í,í
ž,ž
d,d
ě,ě
l,l
y,y
 , 
n,n
a,a
 , 
k,k
l,l
o,o
u,u
z,z
a,a
v,v
é,e
",",;
 , 
r,r
o,o
z,z
m,m
o,o
k,k
l,l
é,e
 , 
p,p
ů,u
d,d
ě,ě
.,<DEL>
 , 
N,N
ě,ě
k,k
o,o
l,l
i,i
k,k
r,r
á,á
t,t
 , 
u,u
p,p
a,a
d,d
l,l
a,a
",",<DEL>
 , 
t,t
a,a
k,k
ž,ž
e,e
 , 
p,p
o,o
l,l
é,é
v,v
k,k
a,a
 , 
s,s
e,e
 , 
j,<DEL>
í,<DEL>
 ,<DEL>
v,v
y,y
l,l
i,i
l,l
a,a
<INS>, 
.,.
 , 
J,J
i,i
n,n
d,d
y,y
 , 
b,b
y,y
 , 
j,j
i,i
 , 
t,t
o,o
 , 
m,m
r,i
z,z
e,e
l,l
o,o
",",;
 , 
a,a
l,l
e,e
 , 
c,c
o,o
 , 
d,d
n,n
e,e
s,s
 , 
z,z
á,á
l,l
e,e
ž,ž
e,e
l,l
o,o
 , 
n,n
a,a
 , 
p,p
o,o
l,l
é,é
v,v
c,c
e,e
!,!
 , 
P,P
ř,ř
i,i
b,b
ě,ě
h,h
l,i
a,a
 , 
d,d
o,o
 , 
b,b
u,u
n,n
k,k
r,r
u,u
 , 
j,j
a,a
k,k
o,o
 , 
b,b
e,e
z,z
 , 
d,d
u,u
š,š
e,e
.,_
 , 
J,J
d,d
o,o
u,u
 , 
s,s
e,e
m,m
 , 
N,N
ě,ě
m,m
c,c
i,i
!,!
 , 
z,z
v,v
o,o
l,l
a,a
l,l
a,a
 , 
u,u
d,d
ý,ý
c,c
h,h
a,a
n,n
ě,ě
.,<DEL>
 , 
K,K
d,d
e,e
s,s
e,e
 , 
n,n
a,a
 , 
n,n
ě,ě
h,h
o,o
 , 
p,p
r,r
o,o
t,t
o,o
",",<DEL>
 , 
ž,ž
 , 
j,j
a,a
k,k
 , 
s,s
e,e
 , 
v,v
y,y
j,j
a,a
d,d
ř,ř
o,o
v,v
a,a
l,l
i,i
<INS>, 
",",","
 , 
„,<DEL>
d,d
a,a
r,r
e,e
b,b
n,n
ý,ý
m,m
 , 
č,č
l,l
o,o
v,v
ě,ě
k,k
e,e
 , 
n,n
e,e
z,z
l,l
o,o
b,b
i,i
l,l
i,i
 , 
s,s
e,e
 , 
n,n
a,a
 , 
v,v
š,š
e,e
c,c
 , 
v,v
t,t
i,i
p,p
k,k
á,á
ř,ř
e,e
 , 
b,b
e,e
z,z
 , 
v,v
ý,ý
j,j
i,i
m,m
 , 
n,n
e,e
