Truth,Pred
o,o
u,u
h,h
o,o
u,u
 , 
d,d
o,o
b,b
u,u
 , 
s,s
n,n
a,a
d,d
 , 
b,b
y,y
 , 
b,b
y,y
l,l
 , 
h,h
o,o
t,t
o,o
v,v
S,S
p,p
ě,é
c,c
h,h
a,a
l,l
o,o
v,v
i,i
 , 
-,<DEL>
-,<DEL>
 ,<DEL>
a,<DEL>
 ,<DEL>
v,v
š,š
i,i
c,c
h,h
n,n
i,i
 , 
m,m
o,o
j,j
i,i
 , 
h,h
o,o
š,š
i,i
.,<DEL>
.,<DEL>
.,<DEL>
 , 
N,M
e,e
s,s
t,t
a,a
l,l
o,o
 , 
s,s
e,e
 , 
v,v
á,á
m,m
 , 
n,n
i,i
c,c
?,?
 , 
P,P
a,a
v,v
e,e
l,l
 , 
b,b
y,y
l,l
 , 
z,z
a,a
s,s
a,a
ž,ž
e,e
n,n
 , 
d,d
o,o
 , 
n,n
o,o
h,h
y,y
",",;
 , 
a,a
l,l
e,e
 , 
j,j
e,e
 , 
t,1
o,o
 , 
j,j
e,e
n,n
 , 
t,t
a,a
k,k
o,o
v,v
á,á
 , 
o,o
d,d
ř,i
e,e
n,n
i,i
n,n
a,a
.,<DEL>
 , 
J,J
i,i
n,n
a,a
k,k
 , 
j,j
s,s
m,m
e,e
 , 
z,z
 , 
t,t
o,o
h,h
o,o
 , 
v,v
y,y
v,v
á,á
z,z
l,l
i,i
 , 
b,b
e,e
z,z
 , 
p,p
o,o
h,h
r,r
o,o
m,m
y,y
.,<DEL>
 , 
K,K
d,d
y,y
b,b
y,y
s,s
 , 
n,n
e,e
b,b
y,y
l,l
a,a
 , 
p,p
ř,ň
i,<DEL>
š,š
l,l
a,a
 , 
t,l
y,y
<INS>, 
",",","
 , 
m,m
o,o
h,h
l,l
o,o
 , 
t,t
o,o
 , 
d,d
o,o
p,p
a,a
d,d
n,n
o,o
u,u
t,t
 , 
š,š
p,p
a,a
t,t
n,n
ě,ě
.,<DEL>
.,<DEL>
.,<DEL>
 ,<DEL>
T,<DEL>
o,<DEL>
 , 
j,j
s,s
e,e
m,m
 , 
r,r
á,á
d,d
a,a
",",","
 , 
ž,ž
e,e
 , 
j,j
s,s
e,e
m,m
 , 
v,v
á,á
m,m
o,o
d,d
d,d
ě,ě
l,l
e,e
n,n
í,í
 , 
v,v
o,o
j,j
e,e
n,n
s,s
k,k
é,é
 , 
z,z
a,a
 , 
k,k
o,o
p,p
ě,ě
j,j
k,k
u,u
 , 
h,h
o,o
l,l
i,i
l,l
 , 
s,s
v,v
 , 
v,v
l,l
a,a
s,s
t,t
n,n
í,í
 , 
b,b
ř,ř
i,i
t,t
v,v
o,o
u,u
 , 
k,k
a,a
ž,ž
 , 
k,k
d,d
o,o
 , 
z,z
a,a
 , 
t,t
o,o
 , 
p,p
o,o
ž,ž
á,á
d,d
a,a
l,l
 , 
 ,<DEL>
s,s
i,i
 , 
v,v
y,y
d,d
ě,ě
l,l
á,á
v,v
a,a
l,l
 , 
p,p
e,e
n,n
í,í
z,z
e,e
 , 
M,M
n,n
o,o
z,z
í,í
 , 
t,t
r,r
e,e
s,s
t,t
a,a
n,n
c,c
i,i
 , 
c,c
h,h
 , 
n,n
ě,ě
m,m
u,u
",",","
 , 
a,a
b,b
y,y
 , 
s,s
e,e
 , 
v,v
y,y
h,h
n,n
e,e
b,b
e,e
z,z
p,p
e,e
č,č
e,e
n,n
s,s
t,t
v,v
í,<DEL>
 ,<DEL>
a,<DEL>
 ,<DEL>
v,<DEL>
y,<DEL>
j,<DEL>
i,i
t,<DEL>
i,<DEL>
 , 
p,p
o,o
s,s
l,l
é,e
z,z
e,e
 , 
z,z
á,a
k,k
o,o
n,n
i,i
t,i
ý,<DEL>
m,m
 , 
z,z
p,p
ů,u
s,s
o,o
b,b
e,e
m,m
 , 
z,z
 , 
k,k
á,á
z,m
n,<DEL>
i,i
c,c
e,e
 , 
j,j
a,a
k,k
o,o
 , 
o,o
s,s
a,a
d,d
n,n
í,i
k,k
., 
 , 
<INS>, 
A,A
l,l
e,e
 , 
t,t
a,a
k,k
o,o
v,v
ý,y
 , 
r,r
o,o
z,z
p,p
o,o
č,č
e,e
t,t
 , 
s,s
<INS>,t
m,n
ě,ě
s,s
t,t
n,n
á,á
 , 
s,s
e,e
 , 
j,<DEL>
e,<DEL>
n,<DEL>
 ,<DEL>
v,v
e,e
 , 
h,h
l,l
a,a
v,v
ě,ě
 , 
t,t
r,r
e,e
s,s
t,t
a,a
n,n
c,c
e,e
",",<DEL>
 , 
o,o
d,d
s,s
o,o
u,u
z,z
e,e
n,n
é,e
h,n
o,o
 , 
n,n
a,a
 , 
d,d
o,o
b,b
u,u
 , 
n,n
e,e
p,p
ř,ř
í,i
l,l
i,i
š,š
 , 
d,d
l,l
o,o
u,u
h,h
o,o
u,u
.,.
 , 
O,O
d,a
s,s
o,o
u,u
z,z
e,e
n,n
ý,y
 , 
n,n
a,a
 , 
d,d
l,l
o,o
u,u
h,h
o,o
u,u
 , 
d,o
o,o
b,b
u,u
 , 
s,s
n,n
a,a
d,d
 , 
b,b
y,y
 , 
b,b
y,y
l,l
 , 
h,h
o,o
t,t
o,o
v,v
<INS>, 
<INS>,v
<INS>,y
<INS>,j
<INS>,i
<INS>,h
k,k
u,u
l,l
o,o
m,m
e,e
t,t
u,u
<INS>, 
.,.
., 
.,-
 , 
T,T
a,a
 , 
-,<DEL>
-,<DEL>
 ,<DEL>
t,t
a,a
 , 
-,<DEL>
 ,<DEL>
t,t
a,a
 , 
-,<DEL>
-,<DEL>
 ,<DEL>
t,t
a,a
 , 
-,<DEL>
-,<DEL>
 ,<DEL>
t,t
a,a
!,l
 , 
T,T
é,e
m,m
ě,ě
ř,ř
 , 
s,s
o,o
u,u
č,č
a,a
s,s
n,n
ě,ě
 , 
z,z
a,a
z,z
n,n
ě,ě
l,l
 , 
d,d
r,r
 , 
k,k
u,u
l,l
o,o
m,m
e,e
t,t
.,_
 , 
T,T
a,a
 , 
-,<DEL>
-,<DEL>
 ,<DEL>
t,t
a,a
 , 
-,<DEL>
-,<DEL>
 ,<DEL>
t,t
 ,<DEL>
-,<DEL>
-,<DEL>
 ,<DEL>
t,<DEL>
a,a
 , 
-,<DEL>
-,<DEL>
 ,<DEL>
t,t
a,a
!,l
 , 
S,S
l,l
á,á
v,v
e,e
k,k
 , 
z,z
b,b
l,l
e,e
d,d
l,l
.,<DEL>
 , 
N,N
e,e
j,j
s,s
o,o
u,u
-,-
l,l
i,i
 , 
c,c
h,h
l,l
 , 
d,d
o,o
b,b
ř,ř
e,e
 , 
u,u
k,k
r,r
y,y
t,t
i,i
",",","
 , 
k,k
u,u
l,l
o,o
m,m
e,e
t,T
r,<DEL>
e,e
s,<DEL>
t,<DEL>
",",<DEL>
 , 
a,i
b,b
y,y
 , 
s,%
e,<DEL>
 , 
m,m
o,o
h,h
l,l
 , 
o,o
ž,ž
e,e
n,n
i,i
t,t
<INS>, 
.,_
 , 
I,I
s,r
a,a
j,j
 , 
p,p
ř,i
e,e
d,d
s,u
t,<DEL>
a,a
v,v
o,o
v,r
a,a
l,l
 , 
n,n
e,e
j,j
k,k
o,o
m,m
i,i
č,c
t,t
ě,e
j, 
š,S
í,i
 , 
s,:
m,e
ě,<DEL>
s,s
i,i
c,c
i,i
 , 
n,n
a,u
i,u
v,<DEL>
n,<DEL>
o,o
s,s
t,u
i,<DEL>
",",<DEL>
 , 
h,h
l,i
o,o
u,u
p,p
o,o
s,s
t,t
i,i
",",<DEL>
 , 
c,c
h,h
y,y
t,u
r,<DEL>
á,á
c,c
t,t
v,z
í, 
",", 
 , 
s,s
m,é
ě,<DEL>
l,l
o,o
s,s
t,t
i,i
",",<DEL>
 , 
p,p
r,r
o,o
s, 
t,o
o,l
m,u
y,y
s,s
l,l
n,n
o,o
s,s
t,t
i,i
",",<DEL>
 , 
o,o
s,u
t,y
ý,<DEL>
c,c
h,h
a,a
v,v
o,o
s,s
t,t
i,i
",",","
 , 
v,V
y,y
p,p
í,i
n,n
a,a
v,v
o,o
s,s
t,t
i,<DEL>
 , 
a,<DEL>
 ,<DEL>
d,d
r,<DEL>
z,z
o,o
s,s
t,n
i,i
.,[
 ,<DEL>
V,<DEL>
e,e
l,l
m,m
i,i
 , 
j,J
s,<DEL>
e,e
m,n
 , 
s,s
e,e
 , 
d,d
i,i
v,v
i,i
l,l
",",<DEL>
 , 
ž,2
e,e
 , 
s,{
e,e
 , 
m,m
u,u
 , 
t,t
r,<DEL>
e,e
s,r
t,t
a,a
n,n
c,c
i,i
 , 
n,n
e,e
p,p
o,o
s,s
m,n
í,u
v,v
a,a
l,l
i,<DEL>
",",<DEL>
 , 
l,l
e,e
d,d
a,a
 , 
ž,ž
e,e
 , 
s,5
i,1
s,E
e,e
b,r
e,e
 , 
s,t
e,r
 ,a
s,s
t,n
r,j
a,a
š,<DEL>
n,n
ý,<DEL>
m,<DEL>
 , 
z,Z
á,a
p,p
a,a
l,l
e,e
m,l
",",<DEL>
 , 
s,<DEL>
 ,<DEL>
r,r
o,c
z,z
h,h
o,o
ř,r
č,c
e,e
n,n
o,c
s,a
t,t
í,i
.,<DEL>
.,<DEL>
.,<DEL>
.,<DEL>
 , 
M,N
y,e
s,<DEL>
l,l
í,<DEL>
š,<DEL>
 , 
s,F
i,<DEL>
:,<DEL>
 ,<DEL>
n,<DEL>
u,<DEL>
 ,<DEL>
u,<DEL>
ž,<DEL>
 ,<DEL>
s,<DEL>
e,<DEL>
 ,<DEL>
v,<DEL>
r,r
h,a
n,n
o,o
u,c
 , 
j,J
e,e
d,d
e,e
n,n
 , 
n,<DEL>
a,<DEL>
 ,<DEL>
d,d
r,r
u,c
h,h
é,e
h,n
o,c
;,;
 , 
a,a
l,l
e,e
 , 
c,c
h,o
y,y
b,r
a,a
 , 
l,l
á,a
v,v
k,k
y,y
., 
 ,I
D,c
o, 
j,J
d,d
o,c
u,u
 , 
d,d
o,o
 , 
j,-
i,i
s,a
t,t
é,e
 , 
m,I
e,e
z,z
e,e
 , 
a,n
 ,<DEL>
h,<DEL>
n,n
e,e
d,d
 , 
s,2
e,c
 ,<DEL>
r,<DEL>
o,<DEL>
z,z
e,e
j,J
d,d
o,c
u,a
.,<DEL>
 , 
V,<DEL>
š,<DEL>
e,<DEL>
m,<DEL>
u,<DEL>
 ,<DEL>
t,t
o,<DEL>
m,<DEL>
u,<DEL>
 ,<DEL>
j,<DEL>
s,<DEL>
e,<DEL>
m,<DEL>
 ,<DEL>
s,<DEL>
e,<DEL>
 ,<DEL>
z,<DEL>
 ,<DEL>
p,<DEL>
o,<DEL>
č,<DEL>
á,<DEL>
t,<DEL>
k,k
u,c
 , 
v,v
e,e
l,l
i,4
c,<DEL>
e,<DEL>
 , 
d,d
i,1
v,v
i,:
l,<DEL>
.,<DEL>
 , 
S,S
c,c
h,a
v,v
á,a
l,l
n,n
ě,e
 , 
j,J
s,a
e,-
m,5
 , 
z,2
d,d
e,e
 , 
u,D
v,v
e,e
d,d
l,l
 , 
p,P
ř,2
í,1
k,k
<INS>,c
l,l
a,a
d,d
<INS>, 
<INS>,r
<INS>,o
<INS>,c
<INS>,a
h,h
o,o
w,w
 , 
r,r
e,e
a,a
l,l
l,l
y,y
 , 
h,h
a,a
p,p
p,p
y,y
 , 
h,h
e,e
 , 
w,w
a,a
 , 
N,N
o,o
t,t
 , 
a,a
 , 
w,w
o,o
r,r
d,d
",",","
 , 
h,h
o,o
w,w
e,e
v,v
e,e
r,r
",",;
 , 
p,p
a,a
s,s
s,s
e,e
d,d
 , 
h,h
i,i
s,s
 , 
l,l
i,i
p,p
s,s
 , 
i,i
n,n
 , 
a,a
l,l
l,l
u,u
s,s
i,i
o,o
n,n
 , 
t,t
o,o
 , 
i,i
t,t
",",","
 , 
t,t
i,i
l,l
l,l
 , 
t,t
h,h
e,e
i,i
r,r
 , 
v,v
i,i
s,s
i,i
t,t
o,o
r,r
 , 
t,t
o,o
o,o
k,k
 , 
h,h
i,i
s,s
 , 
l,l
e,e
a,a
v,v
e,e
 , 
f,f
o,o
r,r
 , 
t,t
h,h
e,e
 , 
n,n
i,i
g,g
h,h
t,t
;,;
 , 
b,b
u,u
t,t
 , 
a,a
s,s
 , 
s,s
o,o
o,o
n,n
 , 
a,a
s,s
 , 
h,h
e,e
 , 
w,w
a,a
s,s
 , 
g,g
o,o
n,n
e,e
 , 
h,h
e,e
 , 
t,t
u,u
r,r
n,n
e,e
d,d
 , 
t,t
o,o
 , 
h,h
i,i
s,s
 , 
d,d
a,a
u,u
g,g
h,h
t,t
 , 
a,a
n,n
d,d
 , 
s,s
a,a
i,i
d,d
",",<DEL>
-,<DEL>
-,<DEL>
 , 
“,'
J,J
a,a
n,n
e,e
",",","
 , 
I,<DEL>
 ,<DEL>
c,c
o,o
n,n
g,g
r,r
a,a
t,t
u,u
l,l
a,a
t,t
e,e
 , 
y,Y
o,o
u,u
.,.
 , 
Y,Y
o,o
u,u
T,T
o,o
n,n
í,í
k,k
 , 
p,p
o,o
h,h
r,r
d,d
l,l
i,i
v,v
ě,ě
.,.
 , 
T,T
y,y
 , 
m,m
u,u
d,d
r,r
l,l
a,a
n,n
t,t
e,e
!,!
 , 
z,z
a,a
s,s
m,m
á,á
l,l
a,a
 , 
s,s
e,e
 , 
M,M
i,i
l,l
a,a
d,d
a,a
<INS>, 
.,-
 , 
A,A
l,l
e,e
 , 
k,k
d,d
y,y
ž,ž
 , 
m,<DEL>
y,<DEL>
s,<DEL>
l,<DEL>
í,<DEL>
 ,<DEL>
j,j
á,á
 , 
m,m
u,u
 , 
t,t
o,o
 , 
i,i
h,h
n,n
e,e
d,d
 , 
v,v
y,y
ř,ř
í,í
d,d
í,í
m,m
 , 
P,P
o,o
č,č
k,k
a,a
l,l
a,a
",",","
 , 
a,a
ž,ž
 , 
T,T
o,o
n,n
í,í
k,k
 , 
z,z
m,m
i,i
z,z
 , 
z,z
a,a
 , 
o,o
k,k
r,r
a,a
j,j
e,e
m,m
<INS>,n
 , 
l,l
e,e
s,s
a,a
.,.
 , 
P,P
a,a
k,k
 , 
b,b
ě,ě
ž,ž
e,e
l,l
a,a
 , 
k,k
 , 
b,b
u,u
n,n
k,k
r,i
u,u
<INS>, 
.,.
 , 
S,S
l,l
á,á
v,v
e,e
<INS>, 
<INS>,m
<INS>,y
<INS>,s
<INS>,l
<INS>,í
j,j
s,s
m,m
e,e
 , 
t,t
e,e
h,h
d,d
á,á
 , 
j,j
e,e
š,š
t,t
ě,ě
 , 
z,z
c,c
e,e
l,l
 , 
n,n
e,e
t,t
u,u
š,š
i,i
l,l
i,i
<INS>, 
",",","
 , 
o,o
č,č
 , 
t,t
u,u
 , 
h,h
l,l
a,a
v,v
n,n
ě,ě
 , 
b,b
ě,ě
ž,ž
e,e
l,l
o,o
.,_
 , 
A,A
 , 
z,z
a,a
t,t
í,í
m,m
 , 
c,c
e,e
l,l
á,á
 , 
v,v
 , 
z,z
á,á
l,l
e,e
ž,ž
e,e
l,l
a,a
 , 
v,V
 , 
p,p
o,o
c,c
h,h
y,y
b,b
e,e
n,n
í,Í
 , 
p,p
ř,ř
e,e
d,d
s,s
t,t
a,a
v,v
e,e
n,n
s,s
t,t
v,v
a,a
",",;
 , 
j,j
e,e
ž,ž
 ,<DEL>
h,h
 , 
n,n
á,á
m,m
<INS>,'
 , 
p,p
o,o
s,s
l,l
a,a
l,l
o,o
",",;
 , 
a,a
n,n
i,i
ž,ž
 , 
u,u
d,d
a,a
 , 
p,p
ř,ř
í,í
č,č
i,i
n,n
u,u
",",","
 , 
p,p
r,r
o,o
č,č
 , 
h,h
o,o
 , 
p,p
o,o
s,s
ý,ý
l,l
 , 
P,P
ř,ř
i,i
h,h
o,o
d,d
i,i
l,l
a,a
 , 
s,s
e,e
 , 
t,t
u,u
 , 
j,j
a,a
k,k
á,á
s,s
i,i
H,I
l,<DEL>
e,e
",",<DEL>
 , 
Č,w
e,e
š,'
i,<DEL>
 , 
j,j
s,t
o,o
u,u
 ,","
j,u
i,z
ž,<DEL>
 , 
j,J
a,a
k,k
o,o
 , 
k,I
r,r
o,o
t,t
c,a
í,<DEL>
 , 
b,b
e,e
r,r
á,n
n,n
c,a
i,'
!,<DEL>
 , 
P,P
l,l
a,a
m,m
<INS>,n
e,e
n,n
y,y
 , 
v,i
z,<DEL>
p,p
o,o
u,u
r,r
y,y
",",<DEL>
 , 
k,k
t,t
e,e
r,r
é,e
 ,<DEL>
a,a
ž,i
 ,<DEL>
d,d
o,o
s,s
u,u
d,d
 , 
v,(
ý,y
h,h
r,r
u,u
ž,b
n,e
ě,<DEL>
 , 
v,T
y,y
š,É
l,l
e,e
h,h
o,o
v,v
a,a
l,t
y,y
",",<DEL>
 , 
j,1
s,s
o,j
u,0
 , 
u,u
h,<DEL>
a,a
š,i
e,e
n,n
y,y
.,<DEL>
 , 
V,V
š,i
u,u
d,d
e,e
 , 
j,J
e,c
 , 
p,p
o,o
ř,i
á,a
d,d
e,e
k,k
.,<DEL>
 , 
V,V
š,š
u,u
d,d
e,e
 , 
j,j
e,e
 , 
k,I
l,d
i,i
d,d
.,<DEL>
 , 
V,V
š,s
u,u
d,d
e,e
 ,_
j,<DEL>
e,<DEL>
 , 
t,h
i,<DEL>
c,c
h,h
o,o
.,<DEL>
 , 
U,C
h,h
a,a
s,s
l,l
y,y
 , 
o,o
p,p
r,r
a,a
v,v
d,d
u,u
 , 
p,p
l,l
a,a
m,m
e,e
n,n
y,y
 , 
o,o
d,d
b,b
o,o
j,j
e,e
<INS>, 
?,'
 , 
J,J
a,a
k,k
 , 
m,m
á,á
l,l
o,o
 , 
z,m
n,<DEL>
a,a
l,l
i,i
 ,<DEL>
č,č
e,e
s,<DEL>
k,k
ý,y
 , 
n,n
á,á
r,r
o,o
d,d
!,'
 , 
J,J
a,<DEL>
k,k
 , 
m,m
á,a
l,l
o,o
 , 
z,m
n,<DEL>
a,a
l,l
i,i
K,K
o,o
n,n
e,e
č,č
n,n
ě,ě
 , 
s,s
e,e
 , 
s,s
h,h
o,o
d,d
l,l
i,i
 , 
 ,<DEL>
d,d
v,v
a,a
c,c
e,e
t,t
i,i
o,o
s,s
m,m
i,i
 , 
r,r
u,u
b,b
l,l
e,e
c,c
 , 
O,O
z,z
n,n
á,á
m,m
i,i
l,l
i,i
 , 
m,m
a,a
j,j
o,o
r,r
o,o
v,v
i,i
 , 
 ,<DEL>
b,b
y,y
l,l
a,a
 , 
p,p
o,o
t,t
v,v
r,r
z,z
e,e
n,n
a,a
.,.
 , 
R,R
o,o
 , 
s,s
e,e
",",<DEL>
 , 
ž,ž
e,e
 , 
i,i
h,h
n,n
e,e
d,d
 , 
p,p
ř,ř
i,i
n,n
e,e
s,s
l,l
 , 
d,d
v,v
ů,ú
r,r
 , 
c,c
h,h
l,l
e,e
b,b
a,a
 , 
a,a
 , 
s,s
o,o
l,l
i,i
 , 
a,<DEL>
 ,<DEL>
n,n
o,o
v,v
é,é
h,h
o,o
 , 
H,H
n,n
ě,ě
d,d
á,á
k,k
a,a
 ,<DEL>
s,<DEL>
 , 
p,p
o,o
c,c
t,t
i,i
v,v
o,o
s,s
t,t
í,í
 , 
u,u
v,v
e,e
d,d
l,l
i,i
 , 
d,d
o,o
z,z
a,a
m,m
ě,ě
s,s
t,t
n,n
á,á
n,n
í,í
 , 
a,a
 , 
v,<DEL>
ž,<DEL>
d,<DEL>
y,<DEL>
 ,<DEL>
s,<DEL>
 ,<DEL>
ř,ř
e,e
m,m
e,e
n,n
e,e
m,m
 , 
v,V
 , 
r,r
u,u
c,c
e,e
",",<DEL>
 , 
n,n
a,a
 , 
 ,<DEL>
d,d
n,n
e,e
m,m
 , 
i,<DEL>
 ,<DEL>
n,n
o,o
c,c
í,í
 , 
p,p
o,o
t,t
a,a
h,h
o,o
v,v
a,a
 , 
s,s
v,v
o,o
u,u
 , 
b,b
ř,ř
i,i
t,t
v,v
u,u
",",","
 , 
j,j
e,e
ž,ž
 , 
b,b
y,y
l,l
a,a
 , 
 ,<DEL>
n,n
a,a
d,d
 , 
m,m
í,í
r,r
u,u
 , 
v,v
y,y
b,b
r,r
o,o
u,u
š,š
e,e
n,n
a,a
 , 
z,z
d,d
á,á
l,l
o,o
 , 
s,s
e,e
",",","
 , 
ž,ž
e,e
 , 
b,b
y,y
l,l
 , 
c,c
e,e
l,l
ý,ý
 , 
p,p
o,o
h,h
r,r
o,o
u,u
ž,ž
e,e
n,n
 , 
v,V
 , 
t,t
o,o
t,t
o,o
 , 
z,z
a,a
m,m
ě,ě
s,s
t,t
n,n
á,á
n,n
í,í
",",","
 , 
j,j
e,e
ž,ž
 , 
p,p
o,o
k,k
l,l
 , 
b,b
e,e
z,z
 , 
p,p
o,o
c,c
h,h
y,y
b,b
y,y
 , 
z,z
a,a
 , 
ú,ú
k,k
o,o
l,l
<INS>, 
<INS>,v
<INS>,ž
<INS>,d
<INS>,y
m,m
l,l
č,č
e,e
l,l
.,<DEL>
 , 
A,A
l,l
e,e
 , 
p,p
a,a
k,k
 , 
-,<DEL>
-,<DEL>
 ,<DEL>
j,j
a,a
k,k
o,o
 , 
b,b
y,y
 , 
s,s
i,i
 , 
ř,ř
e,e
k,k
l,l
",",","
 , 
ž,ž
e,e
 , 
u,u
p,p
ř,i
í,i
m,m
n,n
o,o
s,s
t,t
í,l
 , 
m,m
ů,ů
ž,ž
e,e
 , 
j,j
e,e
š,š
t,t
ě,ě
 , 
n,n
ě,ě
c,c
o,o
 , 
z,z
í,i
s,s
k,k
a,a
t,t
 , 
-,<DEL>
-,<DEL>
 ,<DEL>
s,<DEL>
e,<DEL>
 ,<DEL>
r,r
o,o
z,z
p,p
o,o
v,v
í,i
d,d
a,a
l,l
<INS>, 
.,.
 , 
P,P
a,a
r,r
t,t
y,y
z,z
á,á
n,n
i,l
 , 
s,s
e,e
 , 
c,c
h,h
v,v
ě,ě
l,l
i,l
 , 
o,o
d,d
p,p
o,o
r,r
e,e
m,m
.,.
 , 
S,S
o,o
u,u
d,d
 , 
n,n
a,a
d,d
 , 
n,n
í,í
m,m
 , 
v,v
y,y
k,k
o,o
n,n
á,a
m,m
e,e
 , 
z,z
í,i
t,t
r,r
a,a
",",<DEL>
 , 
r,r
o,o
z,z
h,h
o,o
d,d
l,l
 , 
S,S
l,l
á,á
v,v
e,e
k,k
.,.
 , 
R,R
á,a
d,d
 , 
b,b
y,y
c,c
h,h
 , 
h,h
o,o
 , 
p,p
ř,ř
e,e
c,c
e,e
 , 
j,j
e,e
n,n
 , 
d,d
o,o
v,v
e,e
d,d
l,l
 , 
k,k
 , 
m,m
a,a
j,j
o,o
r,r
u,u
 , 
M,M
u,u
r,r
z,z
i,i
n,n
o,o
v,v
i,i
.,.
 , 
A,A
l,l
e,e
 , 
n,n
a,a
 , 
ú,ú
s,s
v,v
i,l
t,t
ě,e
 , 
d,d
o,o
b,b
ě,ě
h,h
l,l
a,a
 , 
d,d
o,o
 , 
b,b
u,u
n,n
k,k
r,r
u,u
w,w
h,h
o,o
 , 
l,l
i,i
v,v
e,e
d,d
 , 
i,i
n,n
 , 
i,i
t,t
",",;
 , 
t,t
h,h
e,e
 , 
t,t
w,w
 , 
c,c
o,o
u,u
s,s
i,i
n,n
s,s
 , 
f,f
o,o
u,u
n,n
d,d
 , 
a,<DEL>
 ,<DEL>
t,t
e,e
m,m
p,p
t,t
a,a
t,t
i,i
o,o
n,n
 , 
f,f
r,r
o,o
m,m
 , 
t,t
h,h
i,i
s,s
 , 
p,p
e,e
r,r
i,i
o,o
d,d
 , 
o,o
f,f
 , 
w,w
a,a
l,l
k,k
i,i
n,n
g,g
 , 
t,t
h,h
i,i
t,t
h,h
 , 
a,a
l,l
m,m
o,o
s,s
t,t
 , 
e,e
v,v
e,e
r,r
y,y
 , 
d,d
a,a
y,y
.,:
 , 
T,T
h,h
e,e
 , 
c,c
a,a
l,l
l,l
e,e
d,d
 , 
a,a
t,t
 , 
v,v
a,a
r,r
i,i
o,o
u,u
s,s
 , 
t,t
i,i
m,m
e,e
 , 
o,o
f,f
 , 
t,t
h,h
e,e
 , 
m,m
o,o
r,r
n,n
i,i
n,n
g,g
",",;
 , 
s,s
o,o
m,m
e,e
t,t
 , 
s,s
e,e
p,p
a,a
r,r
a,a
t,t
e,e
l,l
y,y
",",;
 , 
s,s
o,o
m,m
e,e
t,t
i,i
m,m
e,e
z,z
h,h
r,r
o,o
z,z
i,i
l,l
a,a
 , 
s,s
e,e
 , 
t,t
e,e
t,t
i,i
č,č
k,k
a,a
.,<DEL>
 , 
K,K
d,d
o,o
 , 
v,v
á,á
s,s
 , 
t,t
a,a
k,k
 , 
z,z
ř,ř
í,í
d,d
i,i
l,l
?,?
 , 
D,D
í,í
v,v
k,k
a,a
 , 
s,s
e,e
 , 
u,u
s,s
m,m
á,á
l,l
a,a
.,<DEL>
 , 
J,J
á,á
 , 
s,s
a,a
m,m
a,a
.,<DEL>
 , 
A,A
 , 
c,c
o,o
 , 
j,j
s,s
t,t
e,e
 , 
d,d
ě,ě
l,l
a,a
l,l
a,a
?,?
 , 
S,S
k,k
o,o
č,č
i,i
l,l
a,a
 , 
j,j
s,s
e,e
m,m
 , 
z,<DEL>
 ,<DEL>
l,l
e,e
t,t
a,a
d,d
l,l
a,a
",",","
 , 
ř,ř
e,e
k,k
l,l
a,a
 , 
v,v
e,e
s,s
e,e
l,l
e,e
.,.
 , 
T,T
o,o
 , 
b,b
y,y
l,l
o,o
 , 
t,t
o,o
 , 
l,l
e,e
t,t
a,a
d,d
l,l
o,o
",",<DEL>
 , 
m,m
a,a
m,m
i,i
!,l
 , 
v,v
p,p
a,a
d,d
l,l
a,a
 , 
j,j
í,í
 , 
d,d
o,o
 , 
ř,ř
e,e
č,č
i,i
 , 
M,M
i,i
l,l
k,k
a,a
<INS>, 
.,_
 , 
H,H
n,n
e,e
d,d
 , 
j,j
s,s
e,e
m,m
 , 
s,s
i,i
 , 
t,t
o,o
 , 
m,m
y,y
s,s
l,l
i,i
l,l
<INS>, 
",",","
 , 
p,p
o,o
z,z
n,n
a,a
m,m
e,e
n,n
a,a
l,l
 , 
S,S
l,l
á,á
v,v
e,e
k,k
.,.
 , 
A,A
 , 
b,b
y,y
l,l
a,a
 , 
b,b
y,y
c,c
h,h
 , 
t,t
u,u
 , 
b,b
ý,ý
v,v
a,a
l,l
a,a
 , 
u,u
ž,ž
 , 
d,d
á,á
v,v
n,n
o,o
",",_
f,f
e,e
e,e
l,l
 , 
h,h
e,e
 , 
h,h
a,a
d,d
 , 
b,b
e,e
e,e
n,n
 , 
w,w
r,r
o,o
n,n
g,g
;,;
 , 
h,h
e,e
 , 
h,h
a,a
d,d
 , 
l,l
i,i
b,b
e,e
r,r
a,a
l,l
i,i
t,t
y,y
",",;
 , 
a,a
n,n
d,d
 , 
h,h
e,e
 , 
h,h
a,a
d,d
 , 
t,t
h,h
e,e
 , 
m,m
e,e
a,a
n,n
s,s
 , 
o,o
f,f
 , 
e,e
x,x
e,e
r,r
c,c
i,i
s,s
i,i
n,n
g,g
 , 
i,i
t,t
;,;
 , 
a,a
n,n
d,d
 , 
t,t
h,h
o,o
u,u
g,g
h,h
 , 
s,s
h,h
e,e
 , 
w,w
o,o
u,u
l,l
d,d
 , 
n,n
o,o
t,t
 , 
p,p
l,l
a,a
c,c
e,e
 , 
h,h
e,e
r,r
s,s
e,e
l,l
f,f
 , 
a,a
s,s
 , 
h,h
i,I
s,s
 , 
p,p
r,r
i,i
n,n
c,c
i,i
p,p
a,a
l,l
 , 
i,I
n,n
d,d
u,u
c,c
e,e
m,m
e,e
n,n
t,t
",",;
 , 
s,s
h,h
e,e
 , 
c,c
o,o
u,u
l,l
d,d
