Truth,Pred
m,m
o,o
r,m
n,<DEL>
i,i
n,n
<INS>,n
g,g
 , 
a,a
f,t
t,t
e,e
r,r
 , 
t,t
h,h
<INS>,r
e,e
 , 
a,a
s,s
s,s
e,e
m,m
b,b
l,l
y,y
 , 
b,b
r,r
o,o
u,u
g,g
h,h
t,<DEL>
 , 
t,t
h,h
e,e
 , 
f,f
o,o
r,r
m,m
e,e
r,r
 , 
t,t
o,o
 , 
L,L
o,o
n,n
g,o
b,b
o,o
u,u
r,r
n,n
 , 
t,t
o,o
 , 
h,h
e,e
a,a
r,r
 , 
a,a
n,n
d,d
 , 
t,t
o,e
 , 
c,c
o,o
<INS>,r
m,n
m,n
u,u
n,n
i,i
c,c
a,a
t,t
e,c
.,<DEL>
 , 
“,'
Y,Y
o,o
u,u
 , 
b,b
e,e
g,p
a,a
n,n
 , 
t,t
h,h
e,e
 , 
e,e
v,r
e,e
n,n
i,i
n,r
g,g
 , 
w,F
e,c
l,I
l,l
",",<DEL>
 , 
C,c
h,h
a,a
r,r
l,<DEL>
o,o
t,t
t,t
e,e
",",_
”,<DEL>
 , 
s,s
a,a
i,i
d,d
 , 
M,M
r,[
s,s
.,.
 , 
B,B
e,e
n,n
n,n
e,e
t,l
",",","
 , 
w,m
i,<DEL>
t,t
h,h
 , 
c,c
i,t
v,d
i,<DEL>
l,<DEL>
 , 
s,s
e,e
l,r
f,<DEL>
-,-
c,c
o,o
m,m
m,m
a,a
n,n
d,d
",",<DEL>
 , 
t,t
o,o
 , 
<INS>,i
M,f
i,i
s,s
s,s
H,H
l,l
e,e
d,d
a,a
j,j
í,l
.,.
.,<DEL>
.,<DEL>
 , 
A,A
 , 
b,b
ě,ě
s,s
n,n
í,í
 , 
b,b
e,e
z,z
m,m
o,o
c,c
n,n
ý,ý
m,m
 , 
v,v
z,z
t,t
e,e
k,k
e,e
m,m
 , 
p,p
o,o
z,z
n,n
á,á
v,v
a,a
j,j
<INS>,l
í, 
",",","
 , 
ž,ž
e,e
 , 
b,b
o,a
j,j
u,u
j,j
í,í
 , 
p,p
r,r
o,o
t,t
i,i
 , 
s,s
t,t
í,i
n,n
ů,u
m,m
.,.
 , 
A,A
n,h
o,o
",",<DEL>
 , 
l,<DEL>
e,<DEL>
s,<DEL>
 ,<DEL>
j,j
s,s
o,o
u,u
 , 
p,<DEL>
l,<DEL>
n,<DEL>
é,<DEL>
 ,<DEL>
s,s
t,t
í,i
n,n
ů,ú
.,<DEL>
 , 
M,M
i,i
h,b
n,n
 , 
o,o
k,k
o,o
l,l
o,o
 , 
t,t
e,e
b,b
e,e
 , 
s,s
t,t
í,i
n,n
 , 
-,9
-,<DEL>
 ,<DEL>
a,a
 , 
u,u
 , 
m,m
l,l
č,c
í,l
š,š
 , 
n,n
a,a
 , 
v,M
ě,i
k,b
y,h
.,e
 , 
<INS>,t
<INS>,e
<INS>,s
M, 
i,p
h,l
n,n
<INS>,é
<INS>, 
<INS>,v
<INS>,é
<INS>,k
e,y
e,c
a,a
t,l
 , 
a,a
n,n
d,d
 , 
a,a
d,z
m,m
i,<DEL>
r,r
e,e
<INS>, 
.,-
 ,I
W,v
h,h
e,e
n,n
 , 
t,1
h,l
e,e
<INS>,'
 , 
l,l
a,a
d,d
i,r
e,<DEL>
s,<DEL>
 , 
r,*
e,a
t,c
u,i
r,r
n,n
e,e
d,d
 , 
t,I
o,o
<INS>,)
 , 
t,H
h,n
e,:
 , 
<INS>,t
d,l
r,r
a,n
w,n
i,i
n,n
g,e
-, 
r,r
o,o
o,o
m,n
",",-
 ,L
t,<DEL>
h,h
e,v
r,r
e, 
 ,I
w,J
a, 
s,'
 , 
l,l
i,i
t,l
t,l
l,l
e,e
 ,l
t,<DEL>
o,o
 , 
b,l
e,o
 , 
d,d
o,a
n,n
<INS>,i
e,c
 , 
b,b
u,ó
t,l
 , 
t,b
o,c
 , 
h,h
e,c
a,a
r,r
 , 
L,l
a,a
d, 
y,í
 , 
C, 
a,d
t,l
h,i
e,o
r,n
i,n
n,c
e,i
 , 
t, 
a,<DEL>
l,l
k,i
",",c
 , 
w,u
h,d
i,n
c,c
h,h
 , 
s,s
h,l
e,e
 , 
d,d
i,1
d,d
 , 
w,n
i,i
t,<DEL>
h,<DEL>
o,o
u,u
t,l
 , 
a,a
<INS>,1
n,7
y,1
 , 
i,i
n,<DEL>
t,<DEL>
e,e
r,r
m,m
i,o
s, 
s,s
i,1
o,o
n,n
 , 
t,h
i,<DEL>
l,l
l,l
 , 
c,c
o,o
f,í
f,l
e,r
e,<DEL>
 , 
c,c
a,a
m,m
<INS>,i
e,v
 , 
i,1
n,n
",",.
 , 
d,d
e,e
l,l
i,i
v,r
e,e
r,r
i,i
n,n
g,c
 , 
h,h
e,e
r,r
 , 
o,p
p,p
i,i
n,n
i,l
o,o
n,n
 , 
<INS>,0
o,l
n,l
 , 
e,0
v,}
e, 
r,o
y,n
 , 
s,n
u,i
b,b
j,i
e,c
c,c
t,l
 , 
i,i
n,n
 , 
s,s
o,0
 , 
d,d
e,i
c,c
i,i
s,s
i,i
v,v
e,e
 , 
a,:
 , 
<INS>,i
m,o
a,a
n,r
n,n
e,e
r,l
a,a
 , 
t,t
o,o
 , 
b,b
y,y
l,l
i,í
 , 
s,s
a,a
m,m
<INS>,n
í,i
 , 
m,m
o,o
j,j
i,i
 , 
b,b
u,u
d,d
o,o
u,u
c,c
í,i
 , 
s,s
p,p
o,o
l,l
u,u
b,b
y,y
d,d
l,l
i,i
t,t
e,e
l,l
é,e
 , 
a,a
 , 
s,s
o,o
u,u
d,d
r,n
u,u
h,h
o,o
v,v
é,é
.,.
 , 
P,P
o,o
c,c
h,h
o,o
p,p
i,i
t,t
e,e
l,l
n,n
o,o
",",<DEL>
 , 
ž,ž
e,o
 , 
j,j
s,s
e,e
<INS>,n
m,i
 , 
j,j
e,e
 , 
z,z
p,p
y,y
t,t
o,o
v,v
a,a
l,l
 , 
s,s
 , 
l,l
a,a
č,é
n,n
o,o
u,u
 , 
z,z
v,v
ě,ě
d,d
a,a
v,v
o,o
s,s
t,t
<INS>,i
í, 
.,.
 , 
N,N
a,a
 , 
l,l
e,e
v,r
o,o
 , 
o,o
d,d
 , 
m,m
é,é
h,h
o,o
 , 
m,m
í,i
s,s
t,t
a,a
",",<DEL>
 , 
n,n
a,a
 , 
n,n
a,a
r,r
á,á
c,c
h,h
",",.
 , 
b,b
y,y
l,l
o,o
 , 
u,w
m,n
í,í
s,s
t,t
ě,é
n,n
o,o
 , 
n,n
ě,e
k,k
o,o
l,l
i,i
k,k
 , 
h,h
o,o
r,r
a,a
l,l
ů,ú
 , 
z,z
 , 
K,K
a,a
v,v
k,k
a,a
z,z
u,u
",",.
 , 
k,k
t,t
e,e
ř,t
í,i
 , 
s,s
e,e
m,m
 , 
b,b
y,y
l,l
i,i
 , 
p,p
o,o
s,s
l,l
á,á
n,n
i,i
b,b
y,y
l,l
 , 
j,j
e,e
š,š
t,t
ě,ě
 , 
b,b
i,i
t,t
 , 
z,z
a,a
 , 
t,t
y,y
 , 
s,s
t,t
í,í
ž,ž
n,n
o,o
s,s
t,t
i,i
?,?
 , 
P,P
o,o
č,č
k,k
á,á
š,š
 , 
 ,<DEL>
„,<DEL>
O,O
n,n
o,o
 , 
j,j
e,e
 , 
p,p
r,r
a,a
v,v
d,d
a,a
",",","
"""",'
 , 
 ,<DEL>
b,b
r,r
u,u
č,č
i,i
v,v
ě,ě
 , 
j,j
i,i
n,n
ý,ý
",",","
 , 
j,j
e,e
n,n
ž,ž
 , 
 ,<DEL>
d,d
o,o
p,p
o,o
s,s
u,u
d,d
 , 
m,m
l,I
č,č
e,e
l,l
;,;
 , 
„,","
b,b
 , 
h,h
o,o
n,n
e,e
m,m
",",","
 , 
a,a
l,l
e,e
 , 
m,m
á,á
l,l
o,o
 , 
t,t
 , 
C,C
o,o
 , 
b,b
u,u
d,d
e,e
š,š
 , 
m,m
l,l
u,u
v,v
i,i
t,t
",",","
h,h
a,a
d,d
 , 
n,n
o,o
 , 
r,r
e,e
a,a
s,s
o,o
n,n
 , 
t,t
o,o
 , 
f,f
 , 
a,a
n,n
d,d
 , 
M,M
r,r
s,s
.,.
 , 
G,G
a,a
r,r
d,d
i,i
n,n
e,e
r,r
’,'
 , 
c,c
u,u
r,r
i,i
o,o
s,s
i,i
t,t
y,y
;,;
 , 
i,i
t,t
 , 
w,w
a,a
s,s
 , 
n,n
o,o
 , 
t,t
h,h
e,e
i,i
r,r
 , 
w,w
i,i
s,s
h,h
 , 
t,t
o,o
 , 
f,f
o,o
r,r
c,c
e,e
 , 
 ,<DEL>
c,c
o,o
m,m
m,m
u,u
n,n
i,i
c,c
a,a
t,t
i,i
o,o
n,n
.,.
 , 
I,I
t,t
 , 
 ,<DEL>
e,e
v,v
i,i
d,d
e,e
n,n
t,t
 , 
t,t
h,h
a,a
t,t
 , 
s,s
h,h
e,e
 , 
w,w
 , 
b,b
e,e
t,t
t,t
e,e
r,r
 , 
a,a
c,c
q,q
u,u
a,a
i,i
n,n
t,t
e,e
d,d
 ,<DEL>
 , 
M,M
r,r
.,.
 , 
D,D
a,a
r,r
c,c
y,y
 , 
t,t
h,h
a,a
n,n
 , 
t,t
h,h
e,e
h,h
e,e
 , 
i,i
<INS>,r
m,n
m,m
e,e
d,d
i,i
a,a
t,l
e,e
l,l
y,y
 , 
a,a
s,s
k,k
e,e
d,d
 , 
h,h
e,e
r,r
 , 
w,w
h,h
y,y
 , 
s,s
h,h
e,e
 , 
s,s
u,u
p,p
p,p
o,o
s,s
e,e
d,d
 , 
M,M
i,i
s,s
s,s
 , 
D,D
a,a
r,r
c,c
y,y
 , 
l,I
i,i
k,k
e,e
l,l
y,y
 , 
t,t
o,o
 , 
g,g
i,i
v,v
e,e
 , 
t,l
h,h
e,e
m,m
 , 
a,a
n,n
y,y
 , 
u,u
n,n
e,e
a,a
s,s
i,i
n,n
e,e
s,s
s,s
",",<DEL>
 , 
c,c
o,o
n,n
v,v
i,i
n,n
c,c
e,e
d,d
 , 
h,h
e,e
r,r
 , 
t,I
h,h
a,a
t,t
 , 
s,s
h,h
e,e
 , 
h,h
a,a
d,d
 , 
s,s
o,o
m,m
e,e
h,h
o,o
w,w
 , 
o,o
r,r
 , 
o,o
t,l
h,h
e,e
r,r
 , 
g,o
o,o
t,t
 , 
p,p
r,r
e,e
t,t
t,t
y,y
 , 
n,n
e,e
a,a
r,r
 , 
t,t
h,h
e,e
 , 
t,t
r,r
u,u
t,l
h,n
., 
 , 
<INS>, 
S,S
h,h
e,e
 , 
d,d
i,i
r,r
e,e
c,c
t,t
l,l
y,y
 , 
r,r
e,e
p,p
l,l
i,i
e,e
d,d
<INS>, 
",",","
-,<DEL>
-,<DEL>
 , 
“,<DEL>
Y,Y
o,o
u,u
 , 
n,n
e,e
e,e
d,d
 , 
n,n
o,o
t,t
 , 
b,b
e,e
 , 
f,f
r,n
i,<DEL>
g,g
h,h
t,i
e,e
n,n
e,e
d,d
.,<DEL>
 ,<DEL>
I,<DEL>
 , 
n,n
e,e
v,v
e,e
r,r
 , 
h,h
e,e
a,a
r,r
d,d
 , 
a,a
n,n
y,y
 , 
h,h
a,a
r,r
m,m
 , 
o,o
f,f
 , 
h,h
e,e
r,r
;,;
y,y
o,o
u,w
r,<DEL>
 , 
f,f
a,a
t,z
h,h
e,e
r,r
 , 
w,'
a,a
s,s
 , 
s,s
t,t
i,i
l,l
l,l
 , 
w,m
i,l
t,<DEL>
h,h
 , 
h,h
i,l
m,<DEL>
",",<DEL>
 , 
b,b
u,u
t,t
 , 
w,w
o,o
u,u
l,l
d,d
 , 
q,1
u,<DEL>
i,<DEL>
t,<DEL>
 ,<DEL>
t,<DEL>
o,o
w,w
n,n
 , 
t,t
h,<DEL>
e,e
 , 
n,n
e,e
x,x
t,t
 ,<DEL>
m,m
o,o
r,m
n,<DEL>
i,i
n,n
g,g
.,<DEL>
 , 
H,H
e,e
 , 
d,d
i,i
d,d
 , 
n,n
o,o
t,t
 , 
j,J
u,u
d,d
g,g
e,e
 , 
y,y
o,o
u,u
r,r
 , 
f,f
a,a
t,t
h,h
e,e
r,r
 , 
t,<DEL>
o,<DEL>
 ,<DEL>
b,<DEL>
e,<DEL>
 ,<DEL>
a,<DEL>
 ,<DEL>
p,p
e,e
r,r
s,<DEL>
o,o
n,n
 , 
w,w
h,h
o,o
m,n
 , 
h,h
e,e
 , 
c,c
o,o
u,u
l,l
d,d
 , 
s,s
o,o
 , 
p,p
r,r
o,o
p,p
e,e
r,r
l,l
y,y
 , 
c,c
o,o
n,n
s,s
u,u
l,l
t,t
 , 
a,a
s,s
 , 
y,Y
o,O
u,l
r,<DEL>
 , 
u,u
n,n
c,c
l,l
e,e
",",<DEL>
 , 
a,a
n,n
d,d
 , 
t,t
h,h
e,e
r,r
e,e
f,f
o,o
r,r
e,e
 , 
r,I
e,e
a,a
d,d
i,i
l,l
y,y
 , 
p,p
o,o
s,s
t,t
p,p
o,o
n,n
e,e
d,d
 , 
s,s
e,e
e,e
i,i
n,n
g,g
 , 
h,h
i,i
m,m
<INS>,n
 , 
t,n
i,<DEL>
l,l
l,l
 , 
a,a
f,f
t,t
e,e
r,r
 , 
t,t
h,h
e,e
 , 
d,d
e,e
p,p
a,a
r,m
t,n
u,u
r,<DEL>
e,e
 , 
o,o
f,f
<INS>, 
<INS>,q
<INS>,u
<INS>,t
i,i
n,u
h,h
e,e
r,n
i,<DEL>
t,t
i,i
n,n
g,e
 , 
L,I
o, 
n,n
<INS>,n
g,n
b,b
o,ě
u,z
r,i
n,n
<INS>,i
.,:
 , 
<INS>,I
B,J
u,n
t,l
 , 
<INS>,'
i,1
f,l
 , 
y,y
o,o
u,u
 ,l
w,a
i,v
l,í
l,l
 ,t
l,l
i,i
s,s
t,t
e,e
n,n
 , 
t,l
o,é
 ,<DEL>
h,h
i,i
s,s
 , 
l,l
e,c
t,l
t,u
e,e
r,r
",",;
 , 
y,v
o,e
u,l
 ,<DEL>
m,m
a,a
y,v
",",<DEL>
 , 
p,p
e,e
r,r
h,i
a,l
p,]
s, 
",",%
 , 
b,b
e,e
 , 
a,u
 , 
l,l
i,i
t,u
t,<DEL>
l,l
e,e
 , 
s,s
o,o
f,l
t,i
e,e
n,n
e,i
d,c
 ,i
b,b
y,<DEL>
 , 
h,b
i,i
s,s
 , 
m,m
<INS>,n
a,a
n,m
n,r
e,e
r,r
 , 
o,0
f,t
 , 
e,e
x,x
p,p
r,r
e,e
s,s
s,m
i,i
n,<DEL>
g,<DEL>
 , 
h,h
i,i
m,n
s,s
e,e
l,l
f,í
., 
”,-
 , 
<INS>,#
“,u
N,l
o,o
",",/
 ,(
t,l
h,i
a,n
t,l
 , 
I,á
 ,n
a,E
m,<DEL>
 , 
s,s
u,u
r,r
e,e
 , 
I,I
 ,<DEL>
s,s
h,<DEL>
a,<DEL>
l,l
l,d
 ,h
n,n
o,ó
t,t
:,z
 ,<DEL>
a,a
n,n
d,a
 , 
I,F
 , 
t,f
h,l
i,<DEL>
n,n
k,k
 , 
i,i
t,i
 , 
w,&
a,u
s,s
 , 
v,<DEL>
e,<DEL>
r,<DEL>
y,<DEL>
 ,<DEL>
i,<DEL>
m,m
p,p
e,c
r,r
t,u
i,<DEL>
n,n
e,e
n,ú
t,t
 ,<DEL>
o,o
f,t
 , 
<INS>,I
h,n
i,i
m,n
 , 
t,t
o,o
<INS>, 
<INS>,v
<INS>,e
<INS>,r
<INS>,y
n,n
e,e
s,s
o,o
u,u
h,h
l,l
a,a
s,s
i,l
l,l
i,i
 , 
s,s
 , 
B,B
.,.
., 
.,<DEL>
s,s
k,k
ý,ý
m,m
",",<DEL>
 , 
p,p
o,o
k,k
l,<DEL>
á,á
d,d
a,a
l,l
 , 
d,d
i,i
v,v
 , 
n,n
e,e
 , 
z,z
a,a
 , 
s,s
v,v
é,é
 , 
n,n
e,e
p,p
ř,F
á,á
t,t
e,e
l,l
y,y
.,.
 , 
Z,Z
d,d
á,á
 , 
s,s
e,e
",",","
 , 
ž,ž
e,e
 , 
i,i
 ,<DEL>
s,s
 , 
M,M
.,_
.,<DEL>
.,<DEL>
s,s
k,k
ý,ý
m,m
 , 
s,s
e,e
 , 
p,p
o,o
z,z
d,a
ě,ě
j,j
i,i
 , 
r,r
o,o
z,z
e,e
š,š
e,e
l,l
 , 
k,k
 , 
v,v
ů,i
l,l
i,i
 , 
B,B
., 
.,<DEL>
.,<DEL>
s,s
k,k
é,é
m,m
u,u
",",<DEL>
 , 
a,a
č,č
k,k
o,o
l,i
i,i
 , 
s,s
e,e
 , 
d,d
l,l
o,o
u,u
h,h
o,o
 , 
t,t
o,o
m,m
u,u
 , 
b,b
r,r
á,á
n,n
i,i
l,L
.,.
 , 
O,O
s,s
t,t
a,a
t,t
n,n
ě,ě
 , 
v,v
š,š
i,í
c,c
h,h
n,n
i,i
 , 
o,<DEL>
n,<DEL>
i,<DEL>
 ,<DEL>
b,b
y,y
l,i
i,i
 , 
m,m
r,r
a,a
v,v
n,n
ě,ě
 , 
c,c
h,h
o,o
r,r
o,o
b,b
n,n
<INS>,l
í, 
",",","
 , 
z,z
l,l
o,o
s,s
t,t
n,n
í,l
",",","
 , 
p,p
o,o
p,p
u,u
d,d
l,l
i,i
v,v
í,l
",",<DEL>
 , 
n,n
e,e
d,d
ů,ú
v,v
ě,ě
ř,h
i,v
v,l
í, 
.,.
 , 
J,J
e,e
s,s
t,t
 , 
t,t
o,o
<INS>, 
<INS>,o
<INS>,n
<INS>,i
b,b
r,r
o,o
u,u
g,g
h,h
t,t
 , 
o,o
n,n
 , 
b,b
y,y
 , 
t,t
h,h
e,e
 , 
s,s
t,t
r,r
e,e
n,n
g,g
t,t
h,h
 , 
o,o
f,f
 , 
h,h
e,e
r,r
 , 
l,l
o,o
v,v
e,e
 , 
r,r
a,a
t,t
h,h
e,e
r,r
 , 
t,t
h,h
a,a
n,n
 , 
b,b
y,y
 , 
h,h
i,i
s,s
;,;
 , 
a,a
 , 
s,s
h,h
e,e
 , 
w,w
o,o
u,u
l,l
d,d
 , 
h,h
a,a
v,v
e,e
 , 
w,w
o,o
n,n
 , 
w,w
h,h
y,y
",",<DEL>
 , 
w,w
i,i
t,t
h,h
o,o
u,u
t,t
 , 
v,y
i,l
o,o
l,l
e,e
n,n
t,t
l,l
<INS>,;
 , 
c,c
a,a
r,r
i,i
n,n
g,g
 , 
f,f
o,o
r,r
 , 
h,h
e,e
r,r
",",_
 ,<DEL>
h,h
e,e
 , 
c,c
h,h
 , 
t,t
o,o
 , 
e,e
l,l
o,o
p,p
e,e
 , 
w,w
i,i
t,t
h,i
 , 
h,h
e,e
r,r
 , 
a,a
t,t
l,l
i,i
v,v
e,e
 , 
a,a
t,t
 , 
N,N
e,e
t,t
h,h
e,e
r,r
f,f
i,i
e,e
l,l
d,d
 , 
a,<DEL>
n,<DEL>
y,<DEL>
 ,<DEL>
m,m
o,o
r,r
e,c
.,<DEL>
”,<DEL>
 , 
“,""""
O,O
h,h
",",<DEL>
 , 
w,w
e,e
l,l
l,l
!,l
 , 
i,i
t,t
 , 
i,i
s,s
 , 
j,j
u,u
s,s
t,t
 , 
a,a
s,<DEL>
 , 
h,h
e,e
 , 
c,c
h,h
o,o
o,o
s,s
e,e
s,s
<INS>, 
.,.
 , 
N,N
o,o
b,b
o,o
d,d
y,y
 , 
w,w
a,a
n,n
t,t
s,s
 , 
h,h
i,i
m,m
 , 
t,t
o,o
 , 
c,c
o,o
m,m
e,e
;,;
 , 
t,t
h,h
o,o
u,u
g,g
h,h
 , 
I,<DEL>
 ,<DEL>
s,s
h,h
a,a
l,l
l,l
 , 
a,a
l,l
w,w
<INS>,v
a,a
y,y
s,s
 , 
s,s
a,a
y,y
 , 
t,t
h,h
a,a
t,t
 , 
h,h
e,e
 , 
u,u
s,s
e,e
d,d
 , 
m,m
y,y
 , 
d,d
a,a
u,u
g,p
h,h
t,t
e,e
r,r
 , 
e,e
x,x
t,t
r,r
e,e
m,m
e,e
l,l
y,y
 , 
i,i
l,l
l,l
;,;
 , 
a,a
n,n
d,d
",",<DEL>
 , 
i,i
f,f
<INS>,I
 , 
I,I
 ,v
w,<DEL>
a,a
s,s
 , 
h,h
e,e
r,r
<INS>, 
",",","
 , 
I,I
 , 
w,w
o,o
u,u
l,l
d,d
 , 
n,n
o,o
t,r
 , 
h,h
a,a
v,v
e,e
 , 
p,p
u,u
t,t
 , 
u,u
p,p
 , 
w,w
i,i
t,t
h,h
 , 
i,i
t,t
.,<DEL>
 , 
W,W
e,e
l,l
l,l
",",<DEL>
 , 
m,m
y,y
 , 
c,c
o,o
m,m
f,f
o,o
r,n
t,t
 , 
i,i
s,s
",",","
 , 
I,I
 , 
a,a
m,n
 , 
s,s
u,u
r,r
e,e
<INS>, 
<INS>,a
<INS>,n
<INS>,y
n,n
ě,é
k,k
d,i
o,c
 , 
z,2
v,v
e,e
d,d
l,l
!,<DEL>
 , 
H,H
n,n
e,e
d,d
 , 
b,b
y,y
l,l
i,:
 , 
u,<DEL>
 ,<DEL>
n,n
ě,e
h,2
o,c
 , 
o,o
p,D
i,i
l,l
í,i
 , 
e,e
s,3
e,e
s,9
á,i
c,c
i,1
 , 
a,<DEL>
 ,<DEL>
b,b
i,-
l,l
i,=
 , 
h,J
o,<DEL>
 ,<DEL>
h,<DEL>
l,l
a,a
v,v
a,a
 , 
n,n
e,e
h,n
l,l
a,a
v,v
a,a
.,<DEL>
 , 
P,P
o,o
b,b
í,i
h,b
a,a
l,l
i,i
 , 
p,c
o,n
 ,<DEL>
c,c
h,<DEL>
o,o
d,<DEL>
b,b
ě,é
 , 
j,J
a,a
k,k
o,c
 , 
z,S
u,r
ř,2
i,<DEL>
v,v
í,i
.,<DEL>
 , 
Z,<DEL>
a,<DEL>
 ,<DEL>
c,c
h,h
v,v
í,i
l,l
i,l
 , 
b,b
y,y
l,l
a,a
 , 
v,s
o,b
d,e
a,<DEL>
 ,<DEL>
z,z
b,<DEL>
a,<DEL>
r,<DEL>
v,v
e,e
n,n
a,a
 , 
d,c
o,<DEL>
 ,<DEL>
č,<DEL>
e,e
r,r
v,v
e,e
n,n
a,a
.,<DEL>
 , 
N,2
a,<DEL>
 ,<DEL>
z,<DEL>
e,e
m,2
i,1
 , 
z,2
ů,a
s,e
t,t
a,a
l,l
o,c
 , 
l,l
e,e
ž,z
e,e
t,t
 , 
n,n
ě,e
k,t
o,c
l,l
i,s
k,k
 , 
r,I
a,e
n,n
ě,e
n,n
ý,v
c,c
h,h
 , 
a,E
 ,<DEL>
m,<DEL>
r,r
t,t
v,v
ý,y
c,c
h,h
.,<DEL>
 , 
A,<DEL>
 ,<DEL>
t,<DEL>
o,<DEL>
 ,<DEL>
d,d
ě,ě
l,l
a,a
l,l
i,=
 , 
c,c
e,e
l,l
é,e
 , 
d,d
v,v
ě,é
 , 
h,h
o,o
d,d
i,_
n,n
y,y
!,!
 , 
J,J
s,a
o,o
u,u
 ,<DEL>
t,<DEL>
o,<DEL>
w,w
h,h
i,i
c,e
h,h
 , 
h,h
i,i
s,s
 , 
w,n
i,i
f,ĺ
e,e
 , 
d,d
i,i
d,d
 , 
n,n
o,o
t,t
 , 
t,t
h,h
i,i
n,n
k,k
 , 
i,i
t,t
 , 
n,n
e,e
c,c
e,e
s,s
s,s
a,a
r,r
y,y
 ,<DEL>
t,t
o,o
 , 
g,B
o,o
 , 
l,l
i,i
k,k
e,o
w,w
<INS>,v
i,i
s,s
e,e
;,:
 , 
a,a
n,n
d,d
 ,<DEL>
t,t
i,<DEL>
l,l
l,l
 , 
E,E
l,l
i,i
z,z
a,a
b,b
e,e
t,t
h,h
 , 
r,r
e,e
c,c
o,o
l,l
l,l
e,e
c,c
t,t
e,c
d,d
 , 
t,t
h,h
a,a
t,t
 , 
t,t
h,h
e,e
r,r
e,é
 , 
<INS>,n
m,u
i,i
g,g
h,h
t,t
 ,<DEL>
b,b
e,e
 , 
o,o
t,t
h,h
e,e
r,r
 , 
f,f
a,a
m,m
i,i
l,l
y,y
 , 
l,l
i,<DEL>
v,v
i,i
n,n
g,g
s,s
 , 
t,t
o,o
 , 
b,b
e,e
 , 
d,d
i,i
s,s
p,p
o,o
s,s
e,e
d,d
 ,<DEL>
o,o
f,t
",",<DEL>
 , 
s,s
h,h
e,e
 , 
c,c
o,o
u,u
l,l
d,d
 , 
n,n
o,o
t,t
 , 
u,u
n,n
d,d
e,e
r,r
s,s
t,t
a,a
n,n
d,d
 , 
t,t
h,h
e,e
 , 
s,s
a,a
c,c
r,r
i,i
f,l
i,i
c,c
e,e
 , 
o,o
f,f
 , 
s,5
o,0
 , 
m,m
a,a
n,n
y,y
 , 
h,h
o,o
u,u
r,n
s,s
.,.
 , 
N,N
o,o
w,w
 , 
a,a
n,n
d,d
 , 
t,t
h,h
e,e
n,n
 , 
t,t
h,h
e,e
y,y
s,2
o,=
 , 
m,J
a,e
n,j
y,<DEL>
 , 
f,'
a,<DEL>
v,<DEL>
o,<DEL>
u,<DEL>
r,<DEL>
i,<DEL>
t,<DEL>
e,e
s,<DEL>
.,<DEL>
 ,<DEL>
i,i
s,1
 ,<DEL>
s,<DEL>
o,<DEL>
 ,<DEL>
f,<DEL>
o,<DEL>
n,<DEL>
d,<DEL>
 ,<DEL>
o,<DEL>
f,<DEL>
 ,<DEL>
M,<DEL>
r,<DEL>
s,<DEL>
.,.
 ,2
F,1
o,<DEL>
r,<DEL>
s,<DEL>
t,<DEL>
e,<DEL>
r,<DEL>
",",<DEL>
”,<DEL>
 , 
s,2
a,-
i,<DEL>
d,<DEL>
 , 
s,<DEL>
h,<DEL>
e,e
",",1
 ,-
w,<DEL>
i,<DEL>
l,<DEL>
l,<DEL>
 , 
b,€
e,<DEL>
 , 
q,2
u,2
i,<DEL>
t,<DEL>
e,<DEL>
 , 
s,-
h,<DEL>
o,<DEL>
c,<DEL>
k,<DEL>
 ,<DEL>
s,<DEL>
e,<DEL>
n,n
d,:
 ,-
h,€
e,<DEL>
r,<DEL>
 , 
a,2
w,7
a,<DEL>
y,<DEL>
!,<DEL>
 , 
A,2
n,1
d,<DEL>
 , 
 ,<DEL>
a,<DEL>
r,<DEL>
e,e
 ,=
s,<DEL>
e,<DEL>
v,<DEL>
e,<DEL>
r,<DEL>
a,<DEL>
l,<DEL>
 , 
o,2
f,2
 , 
t,2
h,2
e,1
 ,-
 ,<DEL>
m,<DEL>
e,<DEL>
n,<DEL>
",",<DEL>
 ,<DEL>
t,<DEL>
o,<DEL>
o,<DEL>
",",<DEL>
 ,<DEL>
t,<DEL>
h,<DEL>
a,<DEL>
t,<DEL>
 ,<DEL>
s,<DEL>
h,<DEL>
e,<DEL>
 ,<DEL>
 ,<DEL>
v,<DEL>
e,<DEL>
r,<DEL>
y,<DEL>
 ,<DEL>
m,<DEL>
u,<DEL>
c,<DEL>
h,<DEL>
.,<DEL>
 ,<DEL>
T,<DEL>
h,<DEL>
e,<DEL>
 ,<DEL>
o,<DEL>
f,<DEL>
f,<DEL>
i,<DEL>
 ,<DEL>
m,<DEL>
a,<DEL>
y,<DEL>
 ,<DEL>
n,<DEL>
o,<DEL>
t,<DEL>
 ,<DEL>
b,<DEL>
e,<DEL>
 ,<DEL>
s,<DEL>
o,<DEL>
 ,<DEL>
p,<DEL>
l,<DEL>
e,<DEL>
a,<DEL>
s,<DEL>
o,o
ž,ž
e,e
n,n
i,i
l,l
 , 
u,t
ž,ž
 , 
p,p
o,o
d,d
r,r
u,u
h,h
é,e
",",","
 , 
 ,<DEL>
d,d
ě,é
t,t
i,i
",",","
 , 
v,v
í,í
m,m
e,e
ť,t
;,;
 , 
o,o
d,d
 , 
p,p
r,r
v,v
 , 
n,n
e,e
